alias,code,vendor_type,vendor_code
满洲里,CHN015007081,meiya_air,NZH
梅县,CHN044014021,meiya_air,MXZ
绵阳,CHN051007000,meiya_air,MIG
漠河,CHN023027023,meiya_air,OHE
牡丹江,CHN023010000,meiya_air,MDG
那拉提,CHN065097000,meiya_air,NLT
南充,CHN051013000,meiya_air,NAO
南京,CHN032001000,meiya_air,NKG
南宁,CHN045001000,meiya_air,NNG
南通,CHN032006000,meiya_air,NTG
南阳,CHN041013000,meiya_air,NNY
宁波,CHN033002000,meiya_air,NGB
攀枝花,CHN051004000,meiya_air,PZI
齐齐哈尔,CHN023002000,meiya_air,NDG
黔江,CHN050039000,meiya_air,JIQ
且末,CHN065028025,meiya_air,IQM
秦皇岛,CHN013003000,meiya_air,BPE
青岛,CHN037002000,meiya_air,TAO
庆阳,CHN062010000,meiya_air,IQN
衢州,CHN033008000,meiya_air,JUZ
日喀则,CHN054023001,meiya_air,RKZ
日照,CHN037011000,meiya_air,RIZ
三亚,CHN046002000,meiya_air,SYX
沙市,CHN042010002,meiya_air,SHS
揭阳潮汕,CHN044052000,meiya_air,SWA
上海,CHN031000000,meiya_air,111
韶关,CHN044002000,meiya_air,SHG
深圳,CHN044003000,meiya_air,SZX
沈阳,CHN021001000,meiya_air,SHE
石家庄,CHN013001000,meiya_air,SJW
思茅,CHN053008002,meiya_air,SYM
苏州,CHN032005000,meiya_air,SZV
塔城,CHN065042001,meiya_air,TCG
太原,CHN014001000,meiya_air,TYN
唐山,CHN013002000,meiya_air,TVS
腾冲,CHN053005022,meiya_air,TCZ
天津,CHN012000000,meiya_air,TSN
天水,CHN062005000,meiya_air,THQ
通化,CHN022005021,meiya_air,TNH
通辽,CHN015005000,meiya_air,TGO
铜仁,CHN052022001,meiya_air,TEN
万州,CHN050001000,meiya_air,WXN
威海,CHN037010000,meiya_air,WEH
潍坊,CHN037007000,meiya_air,WEF
温州,CHN033003000,meiya_air,WNZ
文山,CHN053026021,meiya_air,WNH
乌海,CHN015003000,meiya_air,WUA
乌兰浩特,CHN015022001,meiya_air,HLH
无锡,CHN032002000,meiya_air,WUX
梧州,CHN045004000,meiya_air,WUZ
武汉,CHN042001000,meiya_air,WUH
武夷山,CHN035007082,meiya_air,WUS
西昌,CHN051034001,meiya_air,XIC
西宁,CHN063001000,meiya_air,XNN
锡林浩特,CHN015025002,meiya_air,XIL
厦门,CHN035002000,meiya_air,XMN
襄阳,CHN042006000,meiya_air,XFN
兴义,CHN052023001,meiya_air,ACX
徐州,CHN032003000,meiya_air,XUZ
烟台,CHN037006000,meiya_air,YNT
延安,CHN061006000,meiya_air,ENY
延吉,CHN022024001,meiya_air,YNJ
盐城,CHN032009000,meiya_air,YNZ
扬州,CHN032010000,meiya_air,YTY
伊春,CHN023007002,meiya_air,LDS
伊宁,CHN065040021,meiya_air,YIN
宜宾,CHN051015021,meiya_air,YBP
宜昌,CHN042005000,meiya_air,YIH
宜春,CHN036009000,meiya_air,YIC
义乌,CHN033007082,meiya_air,YIW
银川,CHN064001000,meiya_air,INC
榆林,CHN061008000,meiya_air,UYN
玉树,CHN063027021,meiya_air,YUS
运城,CHN014008000,meiya_air,YCU
营口,CHN021008000,meiya_air,YKH
湛江,CHN044008000,meiya_air,ZHA
张家界,CHN043008000,meiya_air,DYG
张家口,CHN013007000,meiya_air,ZQZ
张掖,CHN062007000,meiya_air,YZY
昭通,CHN053006000,meiya_air,ZAT
郑州,CHN041001000,meiya_air,CGO
中山,CHN021002002,meiya_air,ZGN
中卫,CHN064005000,meiya_air,ZHY
重庆,CHN050000000,meiya_air,CKG
舟山,CHN033009000,meiya_air,HSN
珠海,CHN044004000,meiya_air,ZUH
遵义,CHN052003021,meiya_air,ZYI
喀纳斯,CHN065096000,meiya_air,KJI
池州,CHN034017000,meiya_air,JUH
毕节,CHN052024001,meiya_air,BFJ
稻城亚丁,CHN051033037,meiya_air,DCY
神农架,CHN042A21000,meiya_air,HPG
德令哈,CHN063028002,meiya_air,HXD
吕梁,CHN014011000,meiya_air,LLV
凯里,CHN052026001,meiya_air,KJH
六盘水,CHN052002000,meiya_air,LPF
夏河,CHN062030027,meiya_air,GXH
惠州,CHN044013000,meiya_air,HUZ
阿拉善右旗,CHN015029022,meiya_air,RHT
阿拉善左旗,CHN015029021,meiya_air,AXF
宁蒗,CHN053007024,meiya_air,NLH
十堰,CHN042003000,meiya_air,WDS
临汾,CHN014010000,meiya_air,LFQ
河池,CHN045012000,meiya_air,HCJ
忻州,CHN014009000,meiya_air,WUT
普洱,CHN053008000,meiya_air,SYM
潮州,CHN044051000,meiya_air,SWA
汕头,CHN044005000,meiya_air,SWA
梅州,CHN044014000,meiya_air,MXZ
德宏,CHN053031000,meiya_air,LUM
抚远,CHN023008033,meiya_air,FYJ
三明(沙县),CHN035004027,meiya_air,SQJ
吐鲁番,CHN065021001,meiya_air,TLQ
花土沟,CHN063029000,meiya_air,HTT
乌兰察布,CHN015009000,meiya_air,UCB
果洛,CHN063026000,meiya_air,GMQ
石河子,CHN065091000,meiya_air,SHF
白城,CHN022008000,meiya_air,DBC
沧源,CHN053009027,meiya_air,CWJ
澜沧,CHN053008028,meiya_air,JMJ
上饶,CHN036011021,meiya_air,SQD
扎兰屯,CHN015007083,meiya_air,NZL
承德,CHN013008021,meiya_air,CDE
西安,CHN061001000,meiya_air,SIA
乌鲁木齐,CHN065001000,meiya_air,URC
长沙,CHN043001000,meiya_air,CSX
南昌,CHN036001000,meiya_air,KHN
香港,CHN081000000,meiya_air,HKG
澳门,CHN082000000,meiya_air,MFM
台北,CHN071001000,meiya_air,TPE
高雄,CHN071002000,meiya_air,KHH
东京,JPN000013000,meiya_air,TYO
首尔,KOR011000000,meiya_air,SEL
新加坡,SGP000000000,meiya_air,SIN
曼谷,THA000010000,meiya_air,BKK
纽约,USA0NY000000,meiya_air,NYC
吉隆坡,MYS0KLKUL000,meiya_air,KUL
大阪,JPN000027000,meiya_air,OSA
洛杉矶,USA0CALAX000,meiya_air,LAX
悉尼,AUSNSWHBS000,meiya_air,SYD
旧金山,USA0CASFO000,meiya_air,SFO
温哥华,CAN000VAN000,meiya_air,YVR
墨尔本,AUSVICMEL000,meiya_air,MEL
雅加达,IDN0000JK000,meiya_air,JKT
芝加哥,USA0ILCHI000,meiya_air,CHI
多伦多,CAN000TOR000,meiya_air,YTO
胡志明市,VNM0000HC000,meiya_air,SGN
马尼拉,PHL000MNL000,meiya_air,MNL
巴厘岛,IDN0000BA000,meiya_air,DPS
普吉岛,THA000001000,meiya_air,HKT
河内,VNM0000HI000,meiya_air,HAN
马累,MDV000MAL000,meiya_air,MLE
迪拜,ARE0000DU000,meiya_air,DXB
釜山,KOR026000000,meiya_air,PUS
福冈,JPN000040000,meiya_air,FUK
金边,KHM000PNH000,meiya_air,PNH
德里,GBRNIRDRY000,meiya_air,DEL
济州岛,KOR000001000,meiya_air,CJU
札幌,JPN000051000,meiya_air,SPK
伊斯坦布尔,TUR000IST000,meiya_air,IST
乌兰巴托,MNG000001000,meiya_air,ULN
伦敦,CAN000LOD000,meiya_air,LON
巴黎,FRA000PAR000,meiya_air,PAR
法兰克福,DEU000FFO000,meiya_air,FRA
莫斯科,RUS000MOW000,meiya_air,MOW
罗马,USA000RMG000,meiya_air,ROM
阿姆斯特丹,NLD000AMS000,meiya_air,AMS
米兰,ITA000MIL000,meiya_air,MIL
慕尼黑,DEU000MUC000,meiya_air,MUC
斯德哥尔摩,SWE0000AB000,meiya_air,STO
柏林,DEU0000BE000,meiya_air,BER
曼彻斯特(英国),GBRENGMAN000,meiya_air,MAN
马德里,ESP000MAD000,meiya_air,MAD
苏黎世,CHE0000ZH000,meiya_air,ZRH
布鲁塞尔,BEL000BRU000,meiya_air,BRU
哥本哈根,DNK000CPH000,meiya_air,CPH
赫尔辛基,FIN000HEL000,meiya_air,HEL
维也纳,AUT000VDD000,meiya_air,VIE
巴塞罗那,ESP000BCN000,meiya_air,BCN
雅典,USA0GAAHN000,meiya_air,ATH
爱丁堡,GBRSCTEDH000,meiya_air,EDI
伯明翰(英国),GBRENGBIR000,meiya_air,BHX
纽卡斯尔,AUSNSWNTL000,meiya_air,NCL
日内瓦,CHE0000GE000,meiya_air,GVA
圣彼得堡,RUS000SPE000,meiya_air,LED
格拉斯哥,USA0MTGGW000,meiya_air,GLA
基辅,UKR000030000,meiya_air,IEV
布达佩斯,HUN0000BU000,meiya_air,BUD
汉堡,DEU0000HH000,meiya_air,HAM
布拉格,CZE0000PR000,meiya_air,PRG
杜塞尔多夫,DEU000DUS000,meiya_air,DUS
西雅图,USA0WASEA000,meiya_air,SEA
华盛顿,USA0PAWSG000,meiya_air,WAS
波士顿,USA0MABZD000,meiya_air,BOS
底特律,USA0MIDET000,meiya_air,DTT
亚特兰大,USA0GATAT000,meiya_air,ATL
休斯敦,USA0TXHOU000,meiya_air,HOU
蒙特利尔,CAN000MTR000,meiya_air,YMQ
火奴鲁鲁,USA0HIHNL000,meiya_air,HNL
达拉斯,USA0TXDAL000,meiya_air,DFW
明尼阿波利斯,USA0MNMES000,meiya_air,MSP
费城,USA0PAPHL000,meiya_air,PHL
圣保罗,BRA0000SP000,meiya_air,STP
渥太华,CAN000OTT000,meiya_air,YOW
墨西哥城,MEX000MEX000,meiya_air,MEX
拉斯维加斯,USA0NVLAS000,meiya_air,LAS
迈阿密,USA0FLMIA000,meiya_air,MIA
丹佛,USA0CODEN000,meiya_air,DEN
奥兰多,USA0FLORL000,meiya_air,ORL
波特兰,USA0ORTTD000,meiya_air,PDX
曼彻斯特(美国),USA0NHMHT000,meiya_air,MHT
布宜诺斯艾利斯,ARG000BUE000,meiya_air,BUE
开罗,EGY000CAI000,meiya_air,CAI
约翰内斯堡,ZAF000JNB000,meiya_air,JNB
开普敦,ZAF000CPT000,meiya_air,CPT
内罗毕,KEN0000NA000,meiya_air,NBO
拉各斯,NGA000LOS000,meiya_air,LOS
罗安达,AGO000LUA000,meiya_air,LAD
毛里求斯,MUS000000000,meiya_air,MRU
达累斯萨拉姆,TZA0000DS000,meiya_air,DAR
亚的斯亚贝巴,ETH0000AA000,meiya_air,ADD
喀土穆,SDN000KRT000,meiya_air,KRT
阿尔及尔,DZA000ALG000,meiya_air,ALG
卡萨布兰卡,MAR000CBL000,meiya_air,CAS
德班,ZAF000DUR000,meiya_air,DUR
突尼斯,TUN000000000,meiya_air,TUN
阿布贾,NGA000002000,meiya_air,ABV
卢萨卡,ZMB0000LK000,meiya_air,LUN
哈拉雷,ZWE0000HA000,meiya_air,HRE
雅温得,CMR000001000,meiya_air,YAO
哈博罗内,BWA000001000,meiya_air,GBE
金沙萨,COD000001000,meiya_air,FIH
尼亚美,NER000NIM000,meiya_air,NIM
拉巴特,MAR000RSA000,meiya_air,RBA
亚历山德里亚,USA0VAAXN000,meiya_air,ALY
奥克兰(新西兰),NZL000AUK000,meiya_air,AKL
布里斯班,AUSQLDBNE000,meiya_air,BNE
阿德莱德,AUS0SAADL000,meiya_air,ADL
珀斯,AUS0WAPER000,meiya_air,PER
堪培拉,AUSACT000000,meiya_air,CBR
凯恩斯,AUSQLDCNS000,meiya_air,CNS
克赖斯特彻奇,NZL000CHC000,meiya_air,CHC
黄金海岸,AUSQLDOOL000,meiya_air,OOL
帕皮堤,PYF000008000,meiya_air,PPT
霍巴特,AUSTASHBA000,meiya_air,HBA
达尔文,AUS0NTDRW000,meiya_air,DRW
艾丽斯斯普林斯,AUS000002000,meiya_air,ASP
达尼丁,NZL000DUD000,meiya_air,DUD
汤斯维尔,AUSQLDTSV000,meiya_air,TSV
瓜拉丁加奴,MYS0TRTGG000,meiya_air,TGG
新西伯利亚,RUS000NVS000,meiya_air,OVB
阿拉木图,KAZ000ALA000,meiya_air,ALA
巴林,BHR000000000,meiya_air,BAH
长崎,JPN000042000,meiya_air,NGS
冲绳,JPN000047000,meiya_air,OKA
新德里,IND000ICD000,meiya_air,DEL
广岛,JPN000034000,meiya_air,HIJ
冈山,JPN000033000,meiya_air,OKJ
华沙,POL000WAW000,meiya_air,WAW
卡拉奇,PAK000KCT000,meiya_air,KHI
科威特,KWT000000000,meiya_air,KWI
平壤,PRK000FNJ000,meiya_air,FNJ
特拉维夫,ISR000TLV000,meiya_air,TLV
万象,LAO0000VI000,meiya_air,VTE
仰光,MMR0000YG000,meiya_air,RGN
伊斯兰堡,PAK000ISB000,meiya_air,ISB
富山,JPN000016000,meiya_air,TOY
仙台,JPN000050000,meiya_air,SDJ
福岛,JPN000007000,meiya_air,FKS
清迈,THA000050000,meiya_air,CNX
槟城,MYS0PHPEN000,meiya_air,PEN
布拉格维申斯科,RUS000001000,meiya_air,BQS
贝尔格来德,SCG000BEG000,meiya_air,BEG
塔什干,UZB0000TK000,meiya_air,TAS
布拉茨克,RUS000002000,meiya_air,BTK
伊尔库茨克,RUS000IKT000,meiya_air,IKT
萨马拉,RUS000SAM000,meiya_air,KUF
布加勒斯特,ROU0000BC000,meiya_air,BUH
佛罗伦萨,ITA000FLR000,meiya_air,FLR
威尼斯,USA0CAVNC000,meiya_air,VCE
哈瓦那,CUB000002000,meiya_air,HAV
凤凰城,USA0AZPHX000,meiya_air,PHX
圣迭戈,USA0CASAN000,meiya_air,SAN
盐湖城,USA0UTSLC000,meiya_air,SLC
科隆,DEU000CGN000,meiya_air,CGN
马赛,FRA000MRS000,meiya_air,MRS
里昂,FRA000LIO000,meiya_air,LYS
鹿特丹,NLD000RTM000,meiya_air,RTM
达卡,BGD000DAC000,meiya_air,DAC
京都,JPN000026000,meiya_air,UKY
鹿儿岛,JPN000046000,meiya_air,KOJ
光州,KOR029000000,meiya_air,KWJ
萨尔茨堡,AUT000SZG000,meiya_air,SZG
日惹,IDN000002000,meiya_air,JOG
沙迦,ARE0000SH000,meiya_air,SHJ
安克雷奇,USA0AKANC000,meiya_air,ANC
关岛,GUM000000000,meiya_air,GUM
艾哈迈达巴德,IND000001000,meiya_air,AMD
加尔各答,IND000CCU000,meiya_air,CCU
纽伦堡,DEU000NUE000,meiya_air,NUE
斯图加特,DEU000STR000,meiya_air,STR
阿布扎比,ARE0000AZ000,meiya_air,AUH
里约热内卢,BRA0000RJ000,meiya_air,RIO
蒙得维的亚,URY0000MO000,meiya_air,MVD
匹兹堡,USA0PAPIT000,meiya_air,PIT
巴利阿多里德,ESP000001000,meiya_air,VLL
圣地亚哥德,ESP000002000,meiya_air,SCQ
尼斯,FRA000NCE000,meiya_air,NCE
贝尔法斯特,GBRNIRBFS000,meiya_air,BFS
根西岛,GBR000001000,meiya_air,GCI
卡诺,NGA000KAN000,meiya_air,KAN
维尔纽斯,LTU0000VI000,meiya_air,VNO
蒂华纳,MEX000TIJ000,meiya_air,TIJ
利雅得,SAU0000RD000,meiya_air,RUH
索非亚,BGR000SOF000,meiya_air,SOF
喀布尔,AFG000KBL000,meiya_air,KBL
金斯敦,CAN000KGN000,meiya_air,KIN
拜达,LBY000001000,meiya_air,LAQ
拉合尔,PAK000LHE000,meiya_air,LHE
函馆,JPN000052000,meiya_air,HKD
都柏林,IRL0000DB000,meiya_air,DUB
格拉茨,AUT000001000,meiya_air,GRZ
布拉柴维尔,COG000007000,meiya_air,BZV
科伦坡,USA000CMB000,meiya_air,CMB
加拉加斯,VEN00000A000,meiya_air,CCS
坎昆,MEX000001000,meiya_air,CUN
库斯科,PER0000CU000,meiya_air,CUZ
林茨,AUT000002000,meiya_air,LNZ
费萨拉巴德,PAK000LYP000,meiya_air,LYP
蒙巴萨,KEN000MOM000,meiya_air,MBA
班加西,LBY000002000,meiya_air,BEN
卑尔根,NOR000021000,meiya_air,BGO
巴格达,USAAP0146000,meiya_air,BGW
波尔图,PRT000VDP000,meiya_air,OPO
奥斯陆,NOR000003000,meiya_air,OSL
白沙瓦,PAK000PEW000,meiya_air,PEW
巴拿马城,USAAP1133000,meiya_air,PTY
科克,IRL0000CK000,meiya_air,ORK
伯尔尼,CHE0000BE000,meiya_air,BRN
贝鲁特,LBN0000BA000,meiya_air,BEY
利马,PER0000LI000,meiya_air,LIM
布里斯托尔,GBRENGBST000,meiya_air,BRS
大马士革,SYR0000RD000,meiya_air,DAM
法鲁,PRT000FAO000,meiya_air,FAO
基桑加尼,COD000002000,meiya_air,FKI
萨那,YEM0000SN000,meiya_air,SAH
圣地亚哥,CUB000013000,meiya_air,SCL
新泻,JPN000053000,meiya_air,KIJ
那霸,IDN000003000,meiya_air,NAH
德岛,JPN000054000,meiya_air,TKS
石垣,JPN000055000,meiya_air,ISG
奈良,JPN000029000,meiya_air,1175
静冈,JPN000022000,meiya_air,FSZ
里诺,USA0NVRNO000,meiya_air,RNO
埃尔帕索,USA0TXELP000,meiya_air,ELP
奥斯汀,USA0TXAUS000,meiya_air,AUS
密尔沃基,USA0WIMKE000,meiya_air,MKE
堪萨斯城,USA0KSKCK000,meiya_air,MKC
圣路易斯,ARG000LUQ000,meiya_air,STL
辛辛那提,USA0OHCVG000,meiya_air,CVG
克里夫兰,USAAP0001000,meiya_air,CLE
新奥尔良,USA0LAMSY000,meiya_air,MSY
基韦斯特,USA0FLEYW000,meiya_air,EYW
圣巴巴拉,HND0000SB000,meiya_air,SBA
图森,USA0AZTUC000,meiya_air,TUS
圣安东尼奥,USA0TXSAT000,meiya_air,SAT
阿伯丁,USA0MDAPG000,meiya_air,ABZ
代顿,USA0OHDYT000,meiya_air,DAY
伊兹密尔(土耳其),TUR000IZM000,meiya_air,IZM
安塔利亚,TUR000ANT000,meiya_air,AYT
安卡拉,TUR000ANK000,meiya_air,ANK
苏梅岛,THA000002000,meiya_air,USM
里斯本,PRT000LIS000,meiya_air,LIS
孟菲斯,USA0TNMEM000,meiya_air,MEM
金奈,IND000MAA000,meiya_air,MAA
博洛尼亚,ITA000BLQ000,meiya_air,BLQ
哥伦布,USA0OHCZX000,meiya_air,CMH
哈里法克斯,CAN000001000,meiya_air,YHZ
格林斯伯勒,USA0NCGBO000,meiya_air,1247
汉诺威,DEU000HAJ000,meiya_air,HAJ
关丹,MYS0PGKUA000,meiya_air,KUA
瓜达拉哈拉,MEX000GDL000,meiya_air,GDL
巴西利亚,BRA000BSB000,meiya_air,BSB
那不勒斯,USA0FLAPF000,meiya_air,NAP
都灵,ITA000TRN000,meiya_air,TRN
马耳他,MLT000000000,meiya_air,MLA
帕尔马,ITA000PMF000,meiya_air,PMI
马拉加,ESP000AGP000,meiya_air,AGP
科纳克里,GIN000CNK000,meiya_air,CKY
安曼,JOR0000AM000,meiya_air,AMM
大分,JPN000044000,meiya_air,OIT
大邱,KOR027000000,meiya_air,TAE
杰克逊威尔,USA0FLJAX000,meiya_air,JAX
印第安纳波利斯,USA0ININD000,meiya_air,IND
路易斯威尔,USAAP0002000,meiya_air,SDF
蒙彼利埃,FRA000MPL000,meiya_air,MPL
莱比锡,DEU000LEJ000,meiya_air,LEJ
布法罗,USA0NYFFO000,meiya_air,BUF
阿斯图里亚斯,ESP000003000,meiya_air,OVD
比萨,ITA000PSA000,meiya_air,PSA
塞维利亚,ESP000SVQ000,meiya_air,SVQ
瓦伦西亚,ESP000004000,meiya_air,VLC
斯特拉斯堡,FRA000001000,meiya_air,SXB
吉大港,BGD000CGP000,meiya_air,CGP
不来梅,DEU0000HB000,meiya_air,BRE
海得拉巴,IND000003000,meiya_air,HYD
库奇,IND000004000,meiya_air,COK
新山,MYS0JHJHB000,meiya_air,JHB
巴里巴班,IDN000004000,meiya_air,BPN
万鸦老,IDN000005000,meiya_air,MDC
棉兰,IDN000006000,meiya_air,MES
古晋,MYS0SRKCH000,meiya_air,KCH
龙目岛,IDN000008000,meiya_air,1392
哥打京那巴鲁,MYS000004000,meiya_air,BKI
的里雅斯特,ITA000TRS000,meiya_air,TRS
阿伦敦,USA0PAAEW000,meiya_air,ABE
圣塔安那,USAAP0003000,meiya_air,SNA
麦迪逊,USAAP0004000,meiya_air,MSN
坦帕,USA0FLTPA000,meiya_air,TPA
斯波坎,USA0WAGEG000,meiya_air,GEG
多哈,QAT0000DW000,meiya_air,DOH
莱克星顿,USAAP0005000,meiya_air,LEX
弗雷德里克顿,CAN000003000,meiya_air,YFC
波由特,USAAP0006000,meiya_air,BTM
甲米,THA000081000,meiya_air,KBV
罗利,USA0NCRAG000,meiya_air,RDU
基尔,DEU000KEL000,meiya_air,KEL
卡托维茨,POL000001000,meiya_air,KTW
德雷斯顿,DEU000001000,meiya_air,DRS
蒙斯特,DEU000003000,meiya_air,FMO
奥格斯堡,DEU000AGB000,meiya_air,AGB
帕特泊恩,DEU000004000,meiya_air,PAD
萨格勒布,HRV000001000,meiya_air,ZAG
卡塔尼亚,ITA000CTA000,meiya_air,CTA
诺福克,USA0VAORF000,meiya_air,ORF
科罗拉多斯普林,USAAP0007000,meiya_air,COS
奥马哈,USA0NEOMA000,meiya_air,OMA
哥伦比亚,COL000001000,meiya_air,CAE
圣胡安,ARG000UAQ000,meiya_air,1427
里米尼,ITA000001000,meiya_air,RMI
安科纳,ITA000AOI000,meiya_air,AOI
巴里,CAN000BAR000,meiya_air,BRI
卡利亚里,ITA000CAG000,meiya_air,CAG
热那亚,ITA000CAX000,meiya_air,GOA
温尼伯,CAN000WNP000,meiya_air,YWG
奥克兰(美国),USA0CAOAK000,meiya_air,OAK
莫林,USAAP0008000,meiya_air,MLI
圣约翰,CAN000194000,meiya_air,YSJ
俄克拉何马城,USAAP0009000,meiya_air,OKC
奥尔堡,DNK000001000,meiya_air,AAL
萨斯卡通,CAN000SAK000,meiya_air,YXE
弗罗茨瓦夫,POL000WRO000,meiya_air,WRO
波恩,DEU000005000,meiya_air,BNJ
因斯布鲁克,AUT000003000,meiya_air,INN
达沃,PHL000DOR000,meiya_air,DVO
夏洛特,USA0NCCRQ000,meiya_air,CLT
巴尔的摩,USA0MDBAL000,meiya_air,BWI
格但斯克,POL000GDN000,meiya_air,GDN
里尔,FRA000LLE000,meiya_air,LIL
波兹南,POL000POZ000,meiya_air,POZ
诺维奇,GBR000003000,meiya_air,NWI
巨港,IDN000009000,meiya_air,PLM
里加,LVA000RGA000,meiya_air,RIX
特鲁希略,VEN00000T000,meiya_air,TRU
雷恩,FRA000RNS000,meiya_air,RNS
加帝夫,GBR000004000,meiya_air,CWL
克里斯蒂安桑,NOR000022000,meiya_air,KRS
孔敬,THA000040000,meiya_air,KKC
乌隆,THA000041000,meiya_air,UTH
万伦,THA000003000,meiya_air,URT
合艾,THA000004000,meiya_air,HDY
瓜亚基尔,ECU000001000,meiya_air,GYE
卢塞恩,CHE0000LU000,meiya_air,QLJ
南特,FRA000NTE000,meiya_air,NTE
邦咯岛,MYS000005000,meiya_air,PKG
三宝拢,IDN000011000,meiya_air,SRG
松山,JPN000057000,meiya_air,MYJ
阿雅克肖,FRA000003000,meiya_air,AJA
亚维侬,FRA000004000,meiya_air,AVN
巴斯蒂亚,FRA000005000,meiya_air,BIA
比亚里茨,FRA000006000,meiya_air,BIQ
克莱蒙费朗,FRA000007000,meiya_air,CFE
卡尔维,FRA000008000,meiya_air,CLY
梅兹南希,FRA000009000,meiya_air,ETZ
格勒诺布尔,FRA000010000,meiya_air,GNB
拉尼永,FRA000011000,meiya_air,LAI
洛里昂,FRA000012000,meiya_air,LRT
米卢斯,FRA000013000,meiya_air,MLH
安奈斯,FRA000014000,meiya_air,NCY
佩皮尼扬,FRA000015000,meiya_air,PGF
波城,FRA000016000,meiya_air,PUF
罗德兹,FRA000017000,meiya_air,RDZ
土伦,FRA000018000,meiya_air,TLN
