alias,code,vendor_type
Charters Towers,AUS000267000,standard
Ter Gore Vish Te,BGR000004000,standard
Camiri,BOL000011000,standard
Rurrenabaque,BOL000012000,standard
San Jose de Chi Kito J,BOL000013000,standard
Jiang Zhen,CMR000010000,standard
Ngarambe,CMR000011000,standard
Giebelstadt,DEU000052000,standard
Fritz LAL,DEU000053000,standard
Chillan,CHL000024000,standard
Ba Yenal,CHL000025000,standard
Little Chile,CHL000026000,standard
To larne,CHL000027000,standard
Marie Gita,COL000073000,standard
Hissar,IND000074000,standard
Dhanbad,IND000075000,standard
Dana,IND000076000,standard
Constance of Habsburg,DOM000006000,standard
San Juan Cesar,COL000074000,standard
Acandi,COL000075000,standard
Muzaffarabad,PAK000024000,standard
Pesewa,PRI000007000,standard
Jacmel,HTI000004000,standard
San Cristobal,VEN000024000,standard
Chingola,ZMB000005000,standard
Chipata,ZMB000006000,standard
Koa Ha Yogi,FIN000015000,standard
Le Irfa Hepburn,ISL000019000,standard
Fra Tai Lee,ISL000020000,standard
Lou Cheney F,SVK000002000,standard
Vieira,URY000003000,standard
Prahl ciko,PAN000016000,standard
Machala,ECU000010000,standard
Myrtle de bath,GLP000006000,standard
Tarde Kurgan,KAZ000010000,standard
Juticalpa,HND000011000,standard
Utila,HND000012000,standard
Taccola Di,GHA000001000,standard
Gobabis,NAM000019000,standard
Fort Callas,NAM000020000,standard
Gorkha,NPL000018000,standard
Mejia Uri,NPL000019000,standard
Cohen I.,NIC000002000,standard
Inner shire,SEN000002000,standard
Stanley,FLK000001000,standard
Palm Islands,VCT000004000,standard
Tor Island,VGB000002000,standard
Kendra,EST000002000,standard
Lamandan,EGY000016000,standard
Tantan,MAR000011000,standard
Myrhorod,UKR000095000,standard
Idre,SWE000043000,standard
Rui Ao Durs,GTM000002000,standard
Taba Don Chu,ZAF000034000,standard
Sukhumi,GEO000003000,standard
Coari,BRA000178000,standard
E Rune Per,BRA000179000,standard
Paul Alfonso,BRA000180000,standard
Bana IBBA,BRA000181000,standard
Leo Baird,BRA000182000,standard
Valenca,BRA000183000,standard
Pevek,RUS000063000,standard
Lord Val,KEN000011000,standard
Ilorin,NGA000011000,standard
Joss,NGA000012000,standard
Yola,NGA000013000,standard
Coffey Vail,USAAP1086000,standard
Parsons,USAAP1087000,standard
Pleasonton,USAAP1088000,standard
Stroud,USAAP1089000,standard
Wen de,USAAP1090000,standard
One island,JPN000106000,standard
Lawrence Weil,USAAP1091000,standard
Sheldon,USAAP1092000,standard
Georgetown,USAAP1093000,standard
Shelby,USAAP1094000,standard
Forest City,USAAP1095000,standard
sundance,USAAP1096000,standard
Ninilchik,USAAP1097000,standard
Willow,USAAP1098000,standard
Calabozo,VEN000025000,standard
Manistique,USAAP1099000,standard
Toccoa,USAAP1100000,standard
Beikemo,CAN000266000,standard
Chu Lai,VNM000021000,standard
Laura Chinchilla,AUS000268000,standard
Evans Head,AUS000269000,standard
Millicent,AUS000270000,standard
Munto,AUS000271000,standard
Bo Lu,USAAP1101000,standard
Caribou,USAAP1102000,standard
Wahpeton,USAAP1103000,standard
Spencer,USAAP1104000,standard
Coleman,USAAP1105000,standard
Humera,ETH000029000,standard
Lalibela,ETH000030000,standard
ad dawadimi,SAU000020000,standard
This cloth,PAK000025000,standard
Consul,USAAP1106000,standard
Dahl ,PAK000026000,standard
Phil Forde,GBR000072000,standard
Maldives,GBR000073000,standard
Angelis Maboula Carter,PHL000048000,standard
Keke Sh Kobita,KAZ000011000,standard
semey,KAZ000012000,standard
Dzhambul state,KAZ000013000,standard
Inhambane,MOZ000012000,standard
Fapulu,NPL000020000,standard
108 miles Samaranch,CAN000267000,standard
Abose,YEM000007000,standard
Abu Lee,TCD000004000,standard
A TICO Ken,CAN000268000,standard
Al kaud,OMN000005000,standard
Al Suk,GRL000031000,standard
Al dhaura,SYR000002000,standard
Argyll,AUS000272000,standard
Ahmad Al Gabe M,KWT000001000,standard
Accra Vic,CAN000269000,standard
Cunha City,MEX000041000,standard
Alameda,USAAP1107000,standard
Almos,MEX000042000,standard
Alego,MRT000011000,standard
Alert,CAN000270000,standard
Porto Alegre Dorot Hong Kong,BRA000184000,standard
Porto Alegre,STP000002000,standard
Ali Binda,BFA000004000,standard
Alite,NER000001000,standard
Arlington Heights,USAAP1108000,standard
Aron,IND000077000,standard
Armstrong,CAN000271000,standard
Port Armstrong,USAAP1109000,standard
Amu Jess port,PAN000017000,standard
Anegada,VGB000003000,standard
Anacostia,USAAP1110000,standard
Analalava,MDG000028000,standard
A Nassim Lake,CAN000272000,standard
Upavon,GBR000074000,standard
Upland,USAAP1111000,standard
April Leaf,PNG000148000,standard
Ashcroft,CAN000273000,standard
Atta Wa Pease Kit,CAN000274000,standard
EA,PNG000149000,standard
Ebong,MHL000028000,standard
Ebo Lova,CMR000012000,standard
El Banco,COL000076000,standard
El Povey Neil,PAN000018000,standard
El Bolson,ARG000031000,standard
El Bomar,TUN000003000,standard
El Charles C,COL000077000,standard
Elder Ba,SDN000012000,standard
El Teague Ray,VEN000026000,standard
El Dorado,VEN000027000,standard
El Dorado,ARG000032000,standard
El Don Canto,COL000078000,standard
Elke della,AUS000273000,standard
El Lake Leo,COL000079000,standard
El Monte,USAAP1112000,standard
El Mina,EGY000017000,standard
El Naranjo,GTM000003000,standard
El Palo Mar,ARG000033000,standard
Aifoji,PNG000150000,standard
Eveleth,USAAP1113000,standard
Ailafu,PNG000151000,standard
Eli Lim Erian,IDN000105000,standard
Allan Dick,HND000013000,standard
Eller,SOM000010000,standard
Eller Mar,USAAP1114000,standard
Herrera,COL000080000,standard
Eli Gabor,SOM000011000,standard
Elliot Lake,CAN000275000,standard
Elliff Springs,KEN000012000,standard
Eli Ptah Ming,PNG000152000,standard
Ellis Lars,ZAF000035000,standard
En route,PNG000153000,standard
Ailuozha,VEN000028000,standard
Emirau,PNG000154000,standard
Ainiba,AUS000274000,standard
Epena,COG000008000,standard
Essen,DEU000054000,standard
Esme,ECU000011000,standard
Espinosa,BRA000185000,standard
Evan Dyer,USAAP1115000,standard
Aixibei,USAAP1116000,standard
Ai O Wa Fowles,USAAP1117000,standard
Ida Grove,USAAP1118000,standard
Ainslie,AUS000275000,standard
Elton Da,AUS000276000,standard
Alan,USAAP1119000,standard
Alice Eminem,CAN000276000,standard
Port Alice,USAAP1120000,standard
No industry half,ISR000004000,standard
edwards air force base,USAAP1121000,standard
Ambanja,MDG000029000,standard
Safe harbor,AGO000010000,standard
Anderson.,MDG000030000,standard
Andrea maenner,MDG000031000,standard
Antique,PHL000049000,standard
Angoche,MOZ000013000,standard
Anguilla,AIA000001000,standard
Father Abu Anka,MDG000032000,standard
Ann Hancock abou,MDG000033000,standard
Anne Anne,MDG000034000,standard
Anne,GUY000004000,standard
Annette I.,USAAP1122000,standard
Grand L.,CAN000277000,standard
Ungava,NAM000021000,standard
Onslow,AUS000277000,standard
Aoanda Galle,CAF000013000,standard
Ubari,LBY000010000,standard
Aobanuo,IDN000106000,standard
Auburn,AUS000278000,standard
Aobia,SOM000012000,standard
Obo,PNG000155000,standard
Obock,DJI000002000,standard
Oboperfaffenho Finn,DEU000055000,standard
Aubrey Lake,CAN000278000,standard
ord river,AUS000279000,standard
Old city,USAAP1123000,standard
Orr Mok,PHL000050000,standard
Olney,USAAP1124000,standard
Saint Joseph,PNG000156000,standard
Aofoerbao,ZAF000036000,standard
Aogelanang,PNG000157000,standard
Orgler,GUY000005000,standard
O Haq A,NZL000043000,standard
Aokaao,PNG000158000,standard
Aokaba,IDN000107000,standard
Oaktown,USAAP1125000,standard
okp,PNG000159000,standard
Oak leaf,IDN000108000,standard
Okeyo,COG000009000,standard
Jia okonga,GAB000016000,standard
Okur artzt,GRL000032000,standard
Olaf Siwek,ISL000021000,standard
Oram,PNG000160000,standard
Orapa,BWA000006000,standard
Olanchito,HND000014000,standard
Orange Walker,BLZ000008000,standard
Horizonte Tina,BRA000186000,standard
Aulyland Lydia,BRA000187000,standard
Oriya,PNG000161000,standard
Oliver Branch,USAAP1126000,standard
Caleta Olivia,ARG000034000,standard
Oriente Adams,AUS000280000,standard
Orinduik,GUY000006000,standard
Aoluo pinula,COL000081000,standard
Aomidi,IRN000043000,standard
Om Carlisle,PNG000162000,standard
Aoneipusu,SLB000023000,standard
O Niang Bbe,USAAP1127000,standard
OnOn lattice,PNG000163000,standard
Ono i lau,FJI000016000,standard
Onoto,KIR000008000,standard
O Papa Mischa Lake,CAN000279000,standard
Oppen Bay,PNG000164000,standard
Oswald,USAAP1128000,standard
Otter Island,GBR000075000,standard
Otto,USAAP1129000,standard
Owando,COG000010000,standard
Ocio La,USAAP1130000,standard
Aoxima,PNG000165000,standard
Oyen,AUS000281000,standard
Enki Ozzy,USAAP1131000,standard
Bar point,USAAP1132000,standard
Baba Wright,COD000016000,standard
Barr Kanu Na,AUS000282000,standard
Barr Che Nor,ARG000035000,standard
Bala Nava I,BRA000188000,standard
Bala Bernard Iba,BRA000189000,standard
Puerto Varas,CHL000028000,standard
Barranca   Deyoupiya,COL000082000,standard
Barranco Minas,COL000083000,standard
Puerto Barrios,GTM000004000,standard
Balu Likka de,IND000078000,standard
cape barren island,AUS000283000,standard
Ba La,SLB000024000,standard
Bramfeld,CAN000280000,standard
Panama City,USAAP1133000,standard
Banaina,IDN000109000,standard
Butterworth,ZAF000037000,standard
Batouri,CMR000013000,standard
Baye Grande,BOL000014000,standard
Bermuda NAS,BMU000001000,standard
Plato,COL000084000,standard
Thanks to John Bitz,CAN000281000,standard
Banda 1 island,IDN000110000,standard
Bandundu,COD000017000,standard
Ban Island,IDN000111000,standard
Bamba Tok,SLE000003000,standard
Bongor,TCD000005000,standard
Bong Jesus Dara Pa,BRA000190000,standard
package,MMR000023000,standard
Port Paul,USAAP1134000,standard
Powell / lefuel,USAAP1135000,standard
Powell Svatn,CAN000282000,standard
Powell Punt,BHS000021000,standard
Prome,MMR000024000,standard
North Donetsk,UKR000019000,standard
Arctic Bay City,CAN000283000,standard
North Canton,COL000085000,standard
Bbe Ala Nana,MDG000035000,standard
Deweier harbor,CAN000284000,standard
Fort Baer,USAAP1136000,standard
Baer hot harbor,MDG000036000,standard
Bbe Van Deri Yann,MDG000037000,standard
Becky Lee,MDG000038000,standard
Bela Rya,USAAP1137000,standard
Baillieu Lou Ha,MDG000039000,standard
Behrens R.,CAN000285000,standard
Berry Koma,SLB000025000,standard
Bichard Lo,URY000004000,standard
Bilaspur,IND000079000,standard
Perugia,SLB000026000,standard
Bea Montes,BOL000015000,standard
Bintuni,IDN000112000,standard
Maganja da Costa,MOZ000014000,standard
Riverside Perth,COL000086000,standard
The wave of the village,BFA000005000,standard
Bo Diqy Weil,USAAP1138000,standard
Podol,SEN000003000,standard
Potomac,SVN000002000,standard
Borge La,PNG000166000,standard
Burke Hussein Leite,USAAP1139000,standard
Borja Courau A,USAAP1140000,standard
Pocahontas,USAAP1141000,standard
Polacca,USAAP1142000,standard
Poree,COL000087000,standard
Bopudeng,GTM000005000,standard
Wave R.,CAN000286000,standard
Bopuwanuoyi,USAAP1143000,standard
Porcupine,USAAP1144000,standard
Bo Suss DeCarr Das,BRA000191000,standard
Botto Via Ho,ECU000012000,standard
Poynter Lou Caunt,USAAP1145000,standard
Poe Terry Treat,USAAP1146000,standard
Boensilaike,CAN000287000,standard
Pathankot,IND000080000,standard
Burwash,CAN000288000,standard
Bo Bo Quinn Lake,CAN000289000,standard
Bolden,CAN000290000,standard
Bor,TCD000006000,standard
Boerba,BRA000192000,standard
Bogande,BFA000006000,standard
Boyaca in Hong Kong,COL000088000,standard
Buol,IDN000113000,standard
Bull harbour,CAN000291000,standard
Bbu Fa Rona Ross,CAN000292000,standard
Cloth cloth,RUS000064000,standard
Buchanan,LBR000002000,standard
Brad Wayne,CAN000293000,standard
Black Tickell,CAN000294000,standard
Al Buraymi,OMN000006000,standard
Britten,USAAP1147000,standard
Fort bridger,USAAP1148000,standard
Blue Barber,CAN000295000,standard
Brook I.,AUS000284000,standard
Brochay,CAN000296000,standard
Brunno Beidler,ETH000031000,standard
Bousso,TCD000007000,standard
Boutilimit,MRT000012000,standard
Fort Chaffee,USAAP1149000,standard
Chageni,ETH000032000,standard
Plata,ARG000036000,standard
Challis,USAAP1150000,standard
Charlo,CAN000297000,standard
Chanaral,CHL000029000,standard
Chapa Lal,COL000089000,standard
Chatham,CAN000298000,standard
Chaboen,BWA000007000,standard
La Plata,MDG000040000,standard
Tsetserleg,MNG000014000,standard
Car maintenance,PNG000167000,standard
Simanggang,MYS000030000,standard
Dragon mouth Island,MOZ000015000,standard
Chu lining,PNG000168000,standard
Curman,RUS000065000,standard
Chuan Golomb,LAO000005000,standard
On this,JPN000107000,standard
Dabo,PNG000169000,standard
Dab Eli Zon,NPL000021000,standard
Dachula,NPL000022000,standard
Dado,PAK000027000,standard
Dan,NPL000023000,standard
Dahlgren,USAAP1151000,standard
Dahl and garland,AUS000285000,standard
Darvaza,AFG000004000,standard
Dagaite,USAAP1152000,standard
Dugway,USAAP1153000,standard
Durham downs,AUS000286000,standard
Darryl,AUS000287000,standard
Darou,SLE000004000,standard
Dart,PHL000051000,standard
Davenport Dance,AUS000288000,standard
Cedars Sinai,YEM000008000,standard
Da da da da da da,IDN000114000,standard
big bell,USAAP1154000,standard
Baer Marriner,CAN000299000,standard
Village,JPN000108000,standard
Great harbour,BHS000022000,standard
Great Keppel Island,AUS000289000,standard
Big Seth,LBR000003000,standard
Dashe,ECU000013000,standard
Great autumn,RUS000066000,standard
Big Bear Lake,CAN000300000,standard
Generation of Bu er,IDN000115000,standard
Generation duki,BFA000007000,standard
Dyer Na,LBY000011000,standard
Dei Heller Click,USAAP1155000,standard
Dei Chi Mo Manu,ITA000024000,standard
Deborah: Martin,ETH000033000,standard
The Daly River,AUS000290000,standard
Daly Waters,AUS000291000,standard
Fort Vince,USAAP1156000,standard
Daniel Sverre,USAAP1157000,standard
Denison,USAAP1158000,standard
Denis I.,SYC000003000,standard
Tanjung Balai,IDN000116000,standard
Dan Sancho,IDN000117000,standard
Dauan Island,AUS000292000,standard
Camp Douglas,USAAP1159000,standard
Dowpol,PNG000170000,standard
Debay Pal,PNG000171000,standard
Delta,USAAP1160000,standard
Delta Dance,AUS000293000,standard
Drummond,USAAP1161000,standard
Drummond I.,USAAP1162000,standard
Delarme Duff,AUS000294000,standard
de Ridder,USAAP1163000,standard
Drive Terry F,USAAP1164000,standard
Driss Delroy F,AUS000295000,standard
Delhi Island,SUR000003000,standard
Dudley Saville,AUS000296000,standard
Drosh,SYC000004000,standard
De Montfort,COL000090000,standard
Dunbar,AUS000297000,standard
Duncan,CAN000301000,standard
The town of Duncan,BHS000023000,standard
Tichondrius,PNG000172000,standard
Diboguo,BFA000008000,standard
Dean Lee F,CAN000302000,standard
Deal Parker,USAAP1165000,standard
Deeja Pearl,ETH000034000,standard
Decatur Island,USAAP1166000,standard
Dixon,RUS000067000,standard
Fort Dix,USAAP1167000,standard
Dixie,AUS000298000,standard
Dee Lhasa,PHL000052000,standard
Dirranbandi,AUS000299000,standard
Dirico,AGO000011000,standard
Deering,USAAP1168000,standard
Di Nagate,PNG000173000,standard
Disate,AUS000300000,standard
Dease Lake,CAN000303000,standard
Diamantina,AUS000301000,standard
Diamantino,BRA000193000,standard
Boris Diano,BRA000194000,standard
Dlavik,CAN000304000,standard
Dezful,IRN000044000,standard
With chick,USAAP1169000,standard
Tisdale,CAN000305000,standard
Tizimin,MEX000043000,standard
Ding Del,SDN000013000,standard
East Hertfordshire,USAAP1170000,standard
East tawas,USAAP1171000,standard
Independence City,BLZ000009000,standard
Duengan,AUS000302000,standard
Dulca Nina,AUS000303000,standard
Dumpu,PNG000174000,standard
President Dutra,BRA000195000,standard
Dewa Marva,MWI000005000,standard
Dunkirk,USAAP1172000,standard
Doany,MDG000041000,standard
Multiwave,IDN000118000,standard
Dolpa,NPL000024000,standard
Dover Chess Wald,USAAP1173000,standard
Do Cliff,AUS000304000,standard
Many.,BFA000009000,standard
MSD station,AUS000305000,standard
Duoluobi Luo Sao,PNG000175000,standard
Duosigaochesi port,BRA000196000,standard
Dos Lagunas,GTM000006000,standard
Doini,PNG000176000,standard
Earl Dannette,MNG000015000,standard
Earlton,CAN000306000,standard
Dianna Bella,AUS000306000,standard
Endara Tando,AGO000012000,standard
Don Dei Don Dei,GAB000017000,standard
Endailai,CAF000014000,standard
Engema,ZMB000007000,standard
Kurt NGU,AUS000307000,standard
N'giva,AGO000013000,standard
Ngara,ZAF000038000,standard
Enjiati,PNG000177000,standard
Nkan,GAB000018000,standard
Don Con Samba,CMR000014000,standard
Enkeluo,COD000018000,standard
Enna hood,SDN000014000,standard
Don Nalo Tully,IDN000119000,standard
EN chumbe,TZA000008000,standard
Enzhaji,AGO000014000,standard
Faet,PYF000028000,standard
Fada Ngu M Ma,BFA000010000,standard
Falher,CAN000307000,standard
Falmouth,USAAP1174000,standard
Fa Glo Mars Mili,ISL000022000,standard
Farka Cena,PYF000029000,standard
Fala,AFG000005000,standard
farafangana,MDG000042000,standard
Faroe,CAN000308000,standard
Farmin Dyer,USAAP1175000,standard
Rosa,IRN000045000,standard
Faas Cruz John Del,ISL000023000,standard
Faya,TCD000008000,standard
Fa Za Bud,AFG000006000,standard
Versailles,USAAP1176000,standard
Fangatao,PYF000030000,standard
Ficksburg,ZAF000039000,standard
Filadelfia,PRY000007000,standard
Philip,USAAP1177000,standard
Fitzroy port,NZL000044000,standard
Finn,PNG000178000,standard
Phil bury,USAAP1178000,standard
Phil Mount Springs,CAN000309000,standard
Phil Weir,USAAP1179000,standard
Phil Vee Jo,CAN000310000,standard
Felamine,PNG000179000,standard
Feijo,BRA000197000,standard
Feitela,GBR000076000,standard
Fee map,ASM000003000,standard
Fisher Island,USAAP1180000,standard
Fanta,ZAF000040000,standard
Fink,AUS000308000,standard
Finlay,AUS000309000,standard
Finca,ETH000035000,standard
Fentebei,USAAP1181000,standard
Foumban,CMR000015000,standard
Von Taan J,CAN000311000,standard
Studying the history of Fort Tyne,DEU000056000,standard
Federico,MRT000013000,standard
Foer Skei Tain Phil Brooke,DEU000057000,standard
Ferguson B.,KEN000013000,standard
Flat,USAAP1182000,standard
Francesco Belt,BRA000198000,standard
frey Bohn,PNG000180000,standard
Freda Leaf,PNG000181000,standard
Port Frederic,USAAP1183000,standard
Fred Geithner Island,SYC000005000,standard
Flippin,USAAP1184000,standard
Flinders Island,AUS000310000,standard
French Weil,USAAP1185000,standard
Flora Vallee,AUS000311000,standard
Florian Ianu,BRA000199000,standard
Flotta,GBR000077000,standard
F Miley Don,CAN000312000,standard
Fowles I.,USAAP1186000,standard
Falls Creek,AUS000312000,standard
Fox Cellay Thea,NZL000045000,standard
Andrew Forrest,AUS000313000,standard
Fulong,VNM000022000,standard
Foma,PNG000182000,standard
Foss M Dance,AUS000314000,standard
Fortuna,CRI000013000,standard
Foyah,LBR000004000,standard
Fougamou,GAB000019000,standard
Fouras,GBR000078000,standard
Fu Rong,VNM000023000,standard
Futa Lou.,CHL000030000,standard
Gayndah,AUS000315000,standard
Galate,ETH000036000,standard
Gailima,COL000091000,standard
Gaimeina,COD000019000,standard
Guy Neate La,MAR000012000,standard
Gage,USAAP1187000,standard
Gagetown,CAN000313000,standard
Getter,TZA000009000,standard
Tiling,SLB000027000,standard
Gamboma,COG000011000,standard
Gambra,AUS000316000,standard
Gandajika,COD000020000,standard
Gangaw,MMR000025000,standard
Gan Xun Gan,THA000116000,standard
High Qigang,CAN000314000,standard
Gordon,USAAP1188000,standard
Gordon Dance,AUS000317000,standard
Golby,CAN000315000,standard
gold beach,USAAP1189000,standard
Golden Horn,USAAP1190000,standard
Goldie Le,CAF000015000,standard
Gore Huber,IND000081000,standard
Gore Zwo Si,AUS000318000,standard
Gore Gert,DNK000014000,standard
Gore Rom Gore Rom,BFA000011000,standard
Goma,COD000021000,standard
Brother playing Bonvin,IDN000120000,standard
Kota Kota,COD000022000,standard
La Cana,USAAP1191000,standard
Gladwin,USAAP1192000,standard
Granite mountain,USAAP1193000,standard
Granit J,AUS000319000,standard
Grassi M Click,USAAP1194000,standard
Greno Mis Don,AUS000320000,standard
Grantsburg,USAAP1195000,standard
Governor Greg Reis,ARG000037000,standard
Gregory Dance,AUS000321000,standard
Glynco,USAAP1196000,standard
Green Weir,AUS000322000,standard
Grenfell,AUS000323000,standard
Glenn Gail,AUS000324000,standard
Krakor,KHM000005000,standard
Gerner Lowe Don,PNG000183000,standard
Geshimu,IRN000046000,standard
Geweilu,ZWE000005000,standard
G Sitte Kalle,CYP000010000,standard
Gettysburg,USAAP1197000,standard
Gelinzhi,IDN000121000,standard
Uhha ghenda,ETH000037000,standard
Kunda,CAF000016000,standard
Goundam,MLI000001000,standard
Ghadamis,LBY000012000,standard
Cuddapah,IND000082000,standard
Gooding,USAAP1198000,standard
Goulburn Island,AUS000325000,standard
gujarat,PAK000028000,standard
Gura,PNG000184000,standard
Kori arthorn,PNG000185000,standard
Gu Liming,MAR000013000,standard
Gurue,MOZ000016000,standard
Gurupi,BRA000200000,standard
The ancient ,PNG000186000,standard
Gush Katif,ISR000005000,standard
Gouya,MMR000026000,standard
Guadalupe,BRA000201000,standard
Guacamaya,COL000092000,standard
Gualeguaychu,ARG000038000,standard
Melon,PNG000187000,standard
Gua Sha,COL000093000,standard
Guanambi,BRA000202000,standard
Gua Pierce,CRI000014000,standard
Guasdualito,VEN000029000,standard
Guasopa,PNG000188000,standard
Ha E Roger,PNG000189000,standard
Habib,PNG000190000,standard
Hartsfield Safin,PNG000191000,standard
Hudson,USAAP1199000,standard
Hatton,LKA000005000,standard
Jarque,IRN000047000,standard
Khwahan,AFG000007000,standard
Haka I Paz,CAN000316000,standard
Harare,NAM000022000,standard
kahvehane,IRN000048000,standard
Hanna Pepe,USAAP1200000,standard
Hatchet,CAN000317000,standard
Hasikefo,BGR000005000,standard
Khatanga,RUS000068000,standard
Hart Gullahs,MNG000016000,standard
Hartlev J,USAAP1201000,standard
Hart Libby,CAN000318000,standard
Hatto Koa Lo Zar,COL000094000,standard
Hawa Bangor,PNG000192000,standard
Hawadaya,IRN000049000,standard
Hawa Elie Fry Ki,BWA000008000,standard
highbury,AUS000326000,standard
Heidelberg,USAAP1202000,standard
TurtleBay,FJI000017000,standard
Helen Dean,USAAP1203000,standard
Helena,USAAP1204000,standard
High prairie,CAN000319000,standard
Hesh M Jill Bai,SDN000015000,standard
Hanks Vail,USAAP1205000,standard
Hanna,USAAP1206000,standard
Ghanzi,BWA000009000,standard
Hauck by Rett,USAAP1207000,standard
Heerlong,USAAP1208000,standard
Grootfontein,NAM000023000,standard
Hermannsburg,AUS000327000,standard
Hemet,USAAP1209000,standard
Hussar,IRN000050000,standard
Hearst,CAN000320000,standard
Heidingli,AUS000328000,standard
Black Vinny,PNG000193000,standard
Hengboli,AUS000329000,standard
Henry Bert Leaf,AUS000330000,standard
Atsugi,JPN000109000,standard
Hook I.,AUS000331000,standard
Hook Click,AUS000332000,standard
Hukuntsi,BWA000010000,standard
Jurado,COL000095000,standard
Huw Azee Dahl,PAK000029000,standard
Huakalajie,BOL000016000,standard
Waterloo,AUS000333000,standard
Whitesburg,USAAP1210000,standard
Port Hueneme,USAAP1211000,standard
Wiseman,USAAP1212000,standard
White Leaf,USAAP1213000,standard
White Leaf,CAN000321000,standard
Hobart Bbe,USAAP1214000,standard
Horn Payne,CAN000322000,standard
Holder Rich,USAAP1215000,standard
Holton,USAAP1216000,standard
hvk,ISL000024000,standard
Hoffman,USAAP1217000,standard
Hogatza,USAAP1218000,standard
Hola,KEN000014000,standard
Homalin,MMR000027000,standard
Honinabi,PNG000194000,standard
HONU,TUR000021000,standard
Hope,CAN000323000,standard
hopewell,AUS000334000,standard
Hope town,AUS000335000,standard
Huoshukun,IDN000122000,standard
Khost,AFG000008000,standard
Hoy,GBR000079000,standard
Brie,PNG000195000,standard
Kitty Hawke,USAAP1219000,standard
Kirkuk,IRQ000004000,standard
Fund Roundup,PNG000196000,standard
Musharraf,COD000023000,standard
Kira Guney,KEN000015000,standard
Killek,CAN000324000,standard
Medium.,COD000024000,standard
Kilwa,COD000025000,standard
Kemano,CAN000325000,standard
Kidman,IDN000123000,standard
Kiesen Gansu,PNG000197000,standard
Qishn,YEM000009000,standard
Kismayo,SOM000013000,standard
Jitalai,KEN000016000,standard
Jitawa,PNG000198000,standard
Kit Carter Eli,CAN000326000,standard
Keetmanshoop,NAM000024000,standard
Kiwai Island,PNG000199000,standard
Kiunga,KEN000017000,standard
Kissidougou,GIN000001000,standard
Kish,IRN000051000,standard
Jiyeta,PNG000200000,standard
Guibaud,BFA000012000,standard
Gibb Leaf,AUS000336000,standard
Ji Erni Asia,ETH000038000,standard
Jill Gail,COL000096000,standard
Giri,NPL000025000,standard
Gio Rolf Te,IRN000052000,standard
Gigi Lang,BRA000203000,standard
Than,ETH000039000,standard
Gimli,CAN000327000,standard
giani,ZAF000041000,standard
Tiksi,RUS000069000,standard
AZ Zilfi,SAU000021000,standard
Gabbs,USAAP1220000,standard
Ghada Leaf,SDN000016000,standard
Gardiner,USAAP1221000,standard
Gardez,AFG000009000,standard
Garden Poynter,AUS000337000,standard
Garba Halley,SOM000014000,standard
Garr Lee,USAAP1222000,standard
Galdor,SOM000015000,standard
Gal Grubby F,PNG000201000,standard
Weiss Garr Dayton,USAAP1223000,standard
Gag Island,IDN000124000,standard
Galela,IDN000125000,standard
Kalinin,RUS000070000,standard
Galion,USAAP1224000,standard
Fagafaga Lou Achille,PNG000202000,standard
Caroline,SOM000016000,standard
Gamara,COL000097000,standard
Gagnion,CAN000328000,standard
Gachsaran,IRN000053000,standard
Gascoigne Zhang Keshen,AUS000338000,standard
gasmata island,PNG000203000,standard
With Su Kai,PNG000204000,standard
Gatlinburg,USAAP1225000,standard
Gatto Kae,SLB000028000,standard
Gaoua,BFA000013000,standard
Ghazni,AFG000010000,standard
Jiaziwen,IRN000054000,standard
Jabiru,AUS000339000,standard
GA Beh Rom,USAAP1226000,standard
Jamba,AGO000015000,standard
Jambor,BGR000006000,standard
Diapaga,BFA000014000,standard
Liaquat Ali Jatoi,BRA000204000,standard
Djambala,COG000012000,standard
Kyauktaw,MMR000028000,standard
Gyorgy,KOR000006000,standard
Jefferson,USAAP1227000,standard
Fort Jefferson,USAAP1228000,standard
thomas jefferson,USAAP1229000,standard
Christoffel Jegher,ISL000025000,standard
Jay Bull,IND000083000,standard
Kimberly Dance,AUS000340000,standard
Kindamba,COG000013000,standard
Kindersley,CAN000329000,standard
Jin Du,COD000026000,standard
Jinjing,PNG000205000,standard
Gold mill,PER000018000,standard
Jens Canning,AUS000341000,standard
Jinsikelike station,AUS000342000,standard
Jumla,NPL000026000,standard
Guething,DEU000058000,standard
Kaaidi,MRT000014000,standard
Kaailai,CMR000016000,standard
Kaaoma,ZMB000008000,standard
Kabbala,SLE000005000,standard
Cabaret falls,UGA000004000,standard
Kabalo,COD000027000,standard
Puerto Cabello,VEN000030000,standard
Puerto Cabezas,NIC000003000,standard
Ben Adams,AUS000343000,standard
Cab Aderoju,DOM000007000,standard
Cardan,PAK000030000,standard
Carle,PNG000206000,standard
Karl Povo,AUS000344000,standard
Carlton Hill,AUS000345000,standard
Calfo Don,USAAP1230000,standard
Karl Guerra,AUS000346000,standard
Karl Karl,PNG000207000,standard
Car Nicobar,IND000084000,standard
Kafengfo,AGO000016000,standard
Cagua,PNG000208000,standard
Carnegie,PNG000209000,standard
Galltin De De Su Lu,PHL000053000,standard
Caqueta.,COL000098000,standard
Qaqun are,SLB000029000,standard
Kalabo,ZMB000009000,standard
Cara Kuah sur Conceicao,BRA000205000,standard
Karaca Kate,USAAP1231000,standard
Carla Lech,IRN000055000,standard
Kalanamu wave,GUY000007000,standard
