code,vendor_type,alias
AUS000365000,standard_air,科罗伊登
ARG000041000,standard_air,科洛尼亚－卡特里尔
PNG000228000,standard_air,科马克
PNG000229000,standard_air,科马伊奥
MLT000002000,standard_air,科米诺
BRA000214000,standard_air,科内利乌－普罗科皮乌
GUY000013000,standard_air,科纳瓦鲁克
PNG000230000,standard_air,科皮阿格
CHL000033000,standard_air,科皮亚波
USAAP1250000,standard_air,科珀森特
BRA000215000,standard_air,科斯塔马科斯
RUS000KOS000,standard_air,科斯特罗马
CRI000016000,standard_air,科托47
IND000088000,standard_air,科瓦伊
GTM000009000,standard_air,科万
COL000105000,standard_air,科韦尼亚斯
PNG000231000,standard_air,科希佩
ZAF000042000,standard_air,科因纳斯
USAAP1251000,standard_air,可可
ZAF000043000,standard_air,克拉多克
CAN000339000,standard_air,克拉夫雷克
ETH000040000,standard_air,克拉福
USAAP1252000,standard_air,克拉克斯维尔
AUS000366000,standard_air,克拉雷内布莱
PNG000232000,standard_air,克拉姆
PAN000020000,standard_air,克拉宗德基瑟斯
AUS000367000,standard_air,克兰
UKR000098000,standard_air,克雷蒙楚格
USAAP1253000,standard_air,克雷斯特维尤
AUS000368000,standard_air,克雷斯韦尔当斯
AUS000369000,standard_air,克里斯默斯克里克
USAAP1254000,standard_air,克里斯特尔莱克
USAAP1255000,standard_air,克利尔湖城
AUS000370000,standard_air,克利夫
USAAP1256000,standard_air,克利夫顿
AUS000371000,standard_air,克利夫顿希尔斯
CAN000340000,standard_air,克林顿克里克
AUS000372000,standard_air,克卢尼
USAAP1257000,standard_air,克伦
USAAP1258000,standard_air,克伦岛
AUS000373000,standard_air,克罗克岛
GBR000082000,standard_air,克罗默蒂
USAAP1259000,standard_air,克罗塞特
USAAP1260000,standard_air,克罗斯城
CAN000341000,standard_air,克罗斯莱克
USAAP1261000,standard_air,克罗斯兰丁
ARG000042000,standard_air,克洛林达
PNG000233000,standard_air,克莫
PNG000234000,standard_air,克姆皮安
IDN000132000,standard_air,克皮
SLB000030000,standard_air,克瓦伊哈波
PNG000235000,standard_air,克维纳
IND000089000,standard_air,克肖德
PNG000236000,standard_air,克伊纳姆贝
DEU000059000,standard_air,克伊森
AUS000374000,standard_air,克尤
RUS000KYZ000,standard_air,克孜勒
USAAP1262000,standard_air,肯尼特
IDN000133000,standard_air,孔
LAO000006000,standard_air,孔埠
GIN000002000,standard_air,孔达拉
PNG000237000,standard_air,孔杜波尔
COD000036000,standard_air,孔戈洛
GAB000020000,standard_air,孔克布巴
KOR000007000,standard_air,孔米尤特
MEX000046000,standard_air,孔斯蒂图西翁
MOZ000018000,standard_air,库阿姆巴
FIN000017000,standard_air,库奥雷韦西
AUS000375000,standard_air,库达尔
USAAP1263000,standard_air,库恩塞特波因特
AUS000376000,standard_air,库尔巴拉
BGD000KHL000,standard_air,库尔纳
CAN000342000,standard_air,库格卢克图克
MLI000003000,standard_air,库佳拉
CAN000343000,standard_air,库居阿尔阿皮克
AUS000377000,standard_air,库拉
GUY000014000,standard_air,库拉邦
AUS000378000,standard_air,库拉比
AUS000379000,standard_air,库拉塔赫
AUS000380000,standard_air,库拉完亚
AFG000011000,standard_air,库兰奥姆加
EST000003000,standard_air,库雷萨雷（金吉谢普)
USAAP1264000,standard_air,库里克莱克
COL000106000,standard_air,库里罗
KIR000010000,standard_air,库里亚
AUS000381000,standard_air,库利巴
IND000090000,standard_air,库卢
BRA000216000,standard_air,库鲁鲁普
ARG000043000,standard_air,库鲁苏夸蒂亚
AUS000382000,standard_air,库伦蒂
CAF000017000,standard_air,库马拉
GHA000002000,standard_air,库马西
BGD000006000,standard_air,库米拉
AUS000383000,standard_air,库尼巴
USAAP1265000,standard_air,库帕勒克
PNG000238000,standard_air,库皮诺
USAAP1266000,standard_air,库珀罗奇
IND000091000,standard_air,库奇贝哈
MNG000017000,standard_air,库热特
SDN000018000,standard_air,库斯提
CMR000017000,standard_air,库塔巴
PNG000239000,standard_air,库约尔
USAAP1267000,standard_air,宽提科
USAAP1268000,standard_air,奎恩
USAAP1269000,standard_air,奎尔拉于特
AUS000384000,standard_air,奎灵迪
VUT000029000,standard_air,奎纳西尔
AGO000020000,standard_air,奎托
AGO000021000,standard_air,奎托夸纳瓦莱
AUS000385000,standard_air,昆斯敦
VNM000024000,standard_air,昆嵩
HND000018000,standard_air,拉埃斯佩兰萨
FJI000019000,standard_air,拉巴肯
FRA000089000,standard_air,拉巴勒
GIN000LAB000,standard_air,拉贝
FJI000020000,standard_air,拉比
USAAP1270000,standard_air,拉波特
BRA000217000,standard_air,拉布里亚
USAAP1271000,standard_air,拉丁顿
SUR000005000,standard_air,拉杜阿尼
CAF000018000,standard_air,拉法
USAAP1272000,standard_air,拉夫洛克
VEN000037000,standard_air,拉弗里亚
CAN000344000,standard_air,拉格兰德3
CAN000345000,standard_air,拉格兰德4
BRA000218000,standard_air,拉格斯
VEN000038000,standard_air,拉古尼亚斯
NPL000027000,standard_air,拉吉比拉吉
PNG000240000,standard_air,拉坎达
CUB000024000,standard_air,拉科洛马
IDN000134000,standard_air,拉兰图卡
MEX000047000,standard_air,拉里韦拉
WSM000003000,standard_air,拉罗马拉法
FRA000090000,standard_air,拉罗什
IND000092000,standard_air,拉马古恩达姆
PNG000241000,standard_air,拉马萨
NPL000028000,standard_air,拉梅奇哈普
NPL000029000,standard_air,拉米丹达
BHS000025000,standard_air,拉姆岛
DEU000060000,standard_air,拉姆史泰恩
COL000107000,standard_air,拉普里马维拉
USAAP1273000,standard_air,拉森湾
ARG000044000,standard_air,拉斯埃拉斯
USAAP1274000,standard_air,拉斯伯里海峡
USAAP1275000,standard_air,拉斯顿
COL000108000,standard_air,拉斯加维奥塔斯
SOM000018000,standard_air,拉斯克莱赫
USA0NMLRU000,standard_air,拉斯克鲁塞斯
HND000019000,standard_air,拉斯利马斯
USAAP1276000,standard_air,拉斯罗普维尔斯
ARG000045000,standard_air,拉斯洛米塔斯
GAB000021000,standard_air,拉斯托维尔
CAN000346000,standard_air,拉塔巴蒂埃耶
IRN000057000,standard_air,拉万
ITA000025000,standard_air,拉韦纳
PRY000008000,standard_air,拉维多利亚港
USAAP1277000,standard_air,拉文
PAK000032000,standard_air,拉沃拉果德
SLV0000UN000,standard_air,拉乌尼翁
IND000093000,standard_air,拉尧里
TCD000009000,standard_air,拉伊
PNG000242000,standard_air,莱阿加姆
USAAP1278000,standard_air,莱昂斯港
BFA000017000,standard_air,莱奥
LSO000001000,standard_air,莱巴肯
CAN000347000,standard_air,莱贝尔苏尔奎维勒
AUS000386000,standard_air,莱迪埃利奥特岛
COG000015000,standard_air,莱格
COG000016000,standard_air,莱卡纳
HTI000005000,standard_air,莱凯
KEN000020000,standard_air,莱克巴林哥
AUS000387000,standard_air,莱克菲尔德
AUS000388000,standard_air,莱克格里高里
USAAP1279000,standard_air,莱克兰
AUS000389000,standard_air,莱克兰当斯
KEN000021000,standard_air,莱克雷多尔弗
TZA000010000,standard_air,莱克曼亚拉
PNG000243000,standard_air,莱克穆雷
AUS000390000,standard_air,莱克纳什
GAB000022000,standard_air,莱克尼
USAAP1280000,standard_air,莱克赛德
USAAP1281000,standard_air,莱克西德湖村
IDN000135000,standard_air,莱勒赫
LSO00000C000,standard_air,莱里贝
PYF000032000,standard_air,莱鲁阿
USAAP1282000,standard_air,莱马尔斯
USAAP1283000,standard_air,莱蒙
USAAP1284000,standard_air,莱默斯通
DEU000061000,standard_air,莱姆韦德
LSO000002000,standard_air,莱瑟本
GUY000015000,standard_air,莱瑟姆
PNG000244000,standard_air,莱斯
FRA000091000,standard_air,莱斯萨布雷斯
RUS000071000,standard_air,莱苏康斯库耶
PNG000245000,standard_air,莱特耶
USAAP1285000,standard_air,莱文古德
USAAP1286000,standard_air,赖利堡
GAB000023000,standard_air,兰巴雷内
PNG000246000,standard_air,兰吉马
USA0CAWJF000,standard_air,兰开斯特
USAAP1287000,standard_air,兰奇克里克
USAAP1288000,standard_air,兰奇利
USAAP1289000,standard_air,兰乔
FRA000092000,standard_air,兰斯
AUS000391000,standard_air,兰斯当
IDN000136000,standard_air,兰西基
PNG000247000,standard_air,朗巴蒂
USAAP1290000,standard_air,朗达普
NPL000030000,standard_air,朗塘
YEM000011000,standard_air,劳代
YEM000012000,standard_air,劳代尔
AUS000392000,standard_air,劳恩希尔
AUS000393000,standard_air,劳拉
AUS000394000,standard_air,劳拉站
CAN000348000,standard_air,劳里河
PNG000248000,standard_air,勒赫
PYF000033000,standard_air,雷奥图阿莫托岛
PRY000009000,standard_air,雷达港
USAAP1291000,standard_air,雷德道格
CAN000349000,standard_air,雷德迪尔
USAAP1292000,standard_air,雷德河
VUT000030000,standard_air,雷德克利夫
CAN000350000,standard_air,雷德萨克尔莱克
BRA000219000,standard_air,雷登桑
GUF000001000,standard_air,雷吉纳
ISL000027000,standard_air,雷克候拉尔
CAN000351000,standard_air,雷素卢申堡
IND000094000,standard_air,雷瓦
ZAF000044000,standard_air,雷维罗
BOL000018000,standard_air,雷耶斯
IDN000137000,standard_air,冷岳
CRI000017000,standard_air,里奥弗里奥
PER000019000,standard_air,里奥哈
ARG000046000,standard_air,里奥马约
ARG000047000,standard_air,里奥图尔维奥
ARG000048000,standard_air,里奥翁多
USAAP1293000,standard_air,里德城
USAAP1294000,standard_air,里德斯维尔
LBR0000RI000,standard_air,里弗塞斯
USAAP1295000,standard_air,里弗赛德
CAN000352000,standard_air,里弗斯
CAN000353000,standard_air,里弗斯因雷特
CAN000354000,standard_air,里格利
BRA000220000,standard_air,里卡镇
COL000109000,standard_air,里科港
BOL000019000,standard_air,里科港
CAN000355000,standard_air,里莱恩斯堡
GBR000083000,standard_air,里讷哈姆
USAAP1296000,standard_air,里奇兰
CAN000356000,standard_air,里亚尔港
PNG000249000,standard_air,力龙平原
BRA000221000,standard_air,利奥波尔迪纳
PHL000056000,standard_air,利巴克
COD000037000,standard_air,利本盖
KEN000022000,standard_air,利波伊
SWE000044000,standard_air,利德雪平
BRA000222000,standard_air,利夫拉门图
CAN000357000,standard_air,利夫拉皮兹
AUS000395000,standard_air,利克里克
MWI000007000,standard_air,利克马岛
IND000095000,standard_air,利拉巴里
ZAF000045000,standard_air,利马阿克莱斯
ITA000026000,standard_air,利诺萨
AUS000396000,standard_air,利萨德尔
COD000038000,standard_air,利萨拉
USAAP1297000,standard_air,利斯堡
CAN000358000,standard_air,利特尔格兰德拉皮兹
USAAP1298000,standard_air,利文渥斯堡
MWI000008000,standard_air,利翁代
CAN000359000,standard_air,利亚德堡
AUS000397000,standard_air,林布尼亚
AUS000398000,standard_air,林达当斯
AUS000399000,standard_air,林德赫斯特
PNG000250000,standard_air,林加林加
ARG000049000,standard_air,林肯德洛斯苏瑟斯
IDN000138000,standard_air,刘沃莱巴
JPN000110000,standard_air,硫黄岛
COL000110000,standard_air,龙东
AGO000022000,standard_air,隆巴拉
MHL000029000,standard_air,隆格拉普
COD000039000,standard_air,隆济河
ARG000050000,standard_air,隆科普埃
USAAP1299000,standard_air,隆利
USAAP1300000,standard_air,隆罗克
MYS000031000,standard_air,隆塞马多
MYS000032000,standard_air,隆苏康
BRA000223000,standard_air,隆特拉斯
MOZ000019000,standard_air,卢阿波
AGO000023000,standard_air,卢阿乌
AGO000024000,standard_air,卢埃纳
SOM000019000,standard_air,卢格加纳内
AGO000025000,standard_air,卢卡帕
ZMB000011000,standard_air,卢库卢
GUY000016000,standard_air,卢米德帕
MOZ000020000,standard_air,卢姆波
PNG000251000,standard_air,卢姆吉纳埃
NPL000031000,standard_air,卢姆贾塔
COD000040000,standard_air,卢桑博
KEN000023000,standard_air,卢延加拉尼
COD000041000,standard_air,卢伊扎
GTM000010000,standard_air,鲁贝尔桑托
CAN000360000,standard_air,鲁滨
PNG000252000,standard_air,鲁滨逊河
AUS000400000,standard_air,鲁滨逊河
IND000096000,standard_air,鲁布西
UKR000022000,standard_air,鲁茨克
NPL000032000,standard_air,鲁古姆果德
RWA0000RU000,standard_air,鲁亨盖里
USAAP1301000,standard_air,鲁珀特
SDN000019000,standard_air,鲁赛里斯
AUS000401000,standard_air,鲁特兰德－普雷恩斯
AUS000402000,standard_air,鲁特姆帕克
IDN000139000,standard_air,鲁滕
PNG000253000,standard_air,鲁提
ZAF000046000,standard_air,鲁西基西基
USAAP1302000,standard_air,路易莎
USAAP1303000,standard_air,路易斯堡
COD000042000,standard_air,吕桑热
AGO000026000,standard_air,吕扎巴
MYS000033000,standard_air,伦巴西亚
ZAF000047000,standard_air,伦德尔洛兹
NAM000025000,standard_air,伦杜
GBR000084000,standard_air,伦敦比金山
USAAP1304000,standard_air,伦顿
BGD000007000,standard_air,伦格布尔
IDN000140000,standard_air,伦吕克
AUS000403000,standard_air,罗埃博纳
AUS000404000,standard_air,罗宾汉
AUS000405000,standard_air,罗宾维尔
PER000020000,standard_air,罗德里圭兹－德门多扎
IDN000141000,standard_air,罗地
NPL000033000,standard_air,罗尔帕
IDN000142000,standard_air,罗科特
AUS000406000,standard_air,罗克比
AUS000407000,standard_air,罗克汉普顿当斯
USAAP1305000,standard_air,罗马法尔肯
AUS000408000,standard_air,罗帕尔巴尔
AUS000409000,standard_air,罗帕尔瓦雷
AUS000410000,standard_air,罗瑟博斯
AUS000411000,standard_air,罗瑟拉－普雷恩斯
USAAP1306000,standard_air,罗瑟斯波因特
CAN000361000,standard_air,罗斯里弗
USAAP1307000,standard_air,罗通达
FJI000021000,standard_air,罗图马岛
USAAP1308000,standard_air,罗万贝
BOL000020000,standard_air,罗沃雷
NIC000004000,standard_air,罗西塔
AUS000412000,standard_air,罗伊希尔
PNG000254000,standard_air,洛阿尼
BWA000011000,standard_air,洛巴策
MHL000030000,standard_air,洛恩
USAAP1309000,standard_air,洛根
GBR000085000,standard_air,洛赫戈伊尔黑德
COD000043000,standard_air,洛贾
AUS000413000,standard_air,洛克
USAAP1310000,standard_air,洛克波特
USAAP1311000,standard_air,洛克港
PAK000033000,standard_air,洛拉莱
AUS000414000,standard_air,洛雷恩
COL000111000,standard_air,洛里卡
USAAP1312000,standard_air,洛灵
COL000112000,standard_air,洛佩兹德米加
GTM000011000,standard_air,洛杉矶塔夫洛内斯
USAAP1313000,standard_air,洛斯阿拉莫斯
CHL000034000,standard_air,洛斯安德斯
USAAP1314000,standard_air,洛斯巴诺斯
VEN000039000,standard_air,洛斯罗克斯
ARG000051000,standard_air,洛斯麦努克斯
CRI000018000,standard_air,洛斯奇列斯
AUS000415000,standard_air,洛图斯维尔
PNG000255000,standard_air,洛瓦伊
JOR0000MN000,standard_air,马安
TCD000010000,standard_air,马奥
GUY000017000,standard_air,马巴鲁马
PNG000256000,standard_air,马波达
AUS000416000,standard_air,马布尔巴
USAAP1315000,standard_air,马布尔坎宁
PHL000057000,standard_air,马蒂
MDG000043000,standard_air,马蒂洛瓦洛
ZWE000006000,standard_air,马恩耶
IND000097000,standard_air,马尔达
USAAP1316000,standard_air,马尔法
PNG000257000,standard_air,马尔加利玛
AUS000417000,standard_air,马尔加帕克
HND000020000,standard_air,马尔卡拉
AUS000418000,standard_air,马尔拉
USAAP1317000,standard_air,马尔他
LSO00000E000,standard_air,马费滕
JOR0000MF000,standard_air,马夫拉克
RUS000072000,standard_air,马格达加奇
BOL000021000,standard_air,马格达莱纳
MMR000029000,standard_air,马圭
MDG000044000,standard_air,马哈诺洛
TUN0000MH000,standard_air,马赫迪耶
GBR000086000,standard_air,马赫里哈尼什
NPL000034000,standard_air,马亨德拉格尔
PNG000258000,standard_air,马基尼
MOZ000021000,standard_air,马加卢克
KIR000011000,standard_air,马金岛
ARG000052000,standard_air,马金乔
COG000017000,standard_air,马卡巴纳
ECU000014000,standard_air,马卡尔
COL000113000,standard_air,马卡纳尔
ECU000015000,standard_air,马卡斯
AUS000419000,standard_air,马凯阿
USAAP1318000,standard_air,马科岛
GAB000024000,standard_air,马科库
USAAP1319000,standard_air,马克姆
USAAP1320000,standard_air,马克斯
USAAP1321000,standard_air,马克斯顿
NGA000014000,standard_air,马库尔迪
JPN000111000,standard_air,马库斯岛
COG000018000,standard_air,马夸
PHL000058000,standard_air,马拉邦
USAAP1322000,standard_air,马拉德城
NER000MFQ000,standard_air,马拉迪
KIR000012000,standard_air,马拉凯伊
PNG000259000,standard_air,马拉拉瓦
PHL000059000,standard_air,马拉马格
ZAF000048000,standard_air,马拉马拉
SLB000031000,standard_air,马拉桑德
CAN000362000,standard_air,马拉松
PNG000260000,standard_air,马拉瓦卡
MDG000045000,standard_air,马拉因班迪
PNG000261000,standard_air,马兰姆
PNG000262000,standard_air,马勒
AUS000420000,standard_air,马勒瓦
MLI000004000,standard_air,马里
AUS000421000,standard_air,马里恩当斯
GUF000002000,standard_air,马里帕索拉
PRY000010000,standard_air,马里斯克尔－埃斯蒂加里
IDN000143000,standard_air,马利亚纳
USAAP1323000,standard_air,马伦
MOZ000022000,standard_air,马罗梅乌
PNG000263000,standard_air,马迈
PAN000021000,standard_air,马米托波
CMR000018000,standard_air,马姆费
MDG000046000,standard_air,马南扎里
MMR000030000,standard_air,马楠
BRA000224000,standard_air,马尼科雷
USA000MXA000,standard_air,马尼拉
CAN000363000,standard_air,马尼托瓦宁
PNG000264000,standard_air,马努穆
COD000044000,standard_air,马诺诺
PNG000265000,standard_air,马普阿
ITA000MCR000,standard_air,马萨
KEN000024000,standard_air,马萨比特
LBY000013000,standard_air,马萨伯瑞加
ISR000006000,standard_air,马萨达
IDN000144000,standard_air,马萨勒穆波
IND000098000,standard_air,马萨马里
ETH000041000,standard_air,马萨瓦
TZA000011000,standard_air,马萨西
IDN000145000,standard_air,马桑巴
GIN000003000,standard_air,马森塔
IRN000058000,standard_air,马沙尔港
AUS000422000,standard_air,马斯格雷夫
CAN000364000,standard_air,马斯科卡
ZWE0000MV000,standard_air,马斯温戈
AUS000423000,standard_air,马塔巴拉
USAAP1324000,standard_air,马塔戈达岛
CAN000365000,standard_air,马塔加米
IDN000146000,standard_air,马塔克
SEN0000MA000,standard_air,马塔姆
LSO000003000,standard_air,马特塞勒
BRA0000MT000,standard_air,马托格罗索
OMN000007000,standard_air,马西拉岛
COD000045000,standard_air,马西马宁巴
UGA000MSN000,standard_air,马辛迪
GUY000018000,standard_air,马修斯里奇
AUS000424000,standard_air,玛格丽特河站
PNG000266000,standard_air,玛勒泰
CZE000004000,standard_air,玛丽亚温泉市
BLZ000010000,standard_air,玛纳蒂
PNG000267000,standard_air,玛纳利
GAB000025000,standard_air,玛讷加
USAAP1325000,standard_air,迈迪逊堡
NGA000015000,standard_air,迈杜古里
OMN000008000,standard_air,迈尔穆勒
SAU000022000,standard_air,迈季迈阿
COL000114000,standard_air,迈考
GUY000019000,standard_air,迈克瓦克
AFG000012000,standard_air,迈马纳
AUS000425000,standard_air,迈诺鲁
KIR000013000,standard_air,迈亚纳
USAAP1326000,standard_air,麦卡锡
AUS000426000,standard_air,麦克当那尔德当斯
CAN000366000,standard_air,麦克弗森堡
USAAP1327000,standard_air,麦克卡尔
USAAP1328000,standard_air,麦克拉伊
CAN000367000,standard_air,麦克米伦帕斯
AUS000427000,standard_air,麦鲁纳
IDN000147000,standard_air,满各里
PHL000060000,standard_air,曼布劳
MDG000047000,standard_air,曼达贝
GAB000026000,standard_air,曼德吉
KEN000MAN000,standard_air,曼德拉
MDG000048000,standard_air,曼德利特萨拉
MWI000009000,standard_air,曼戈彻
PNG000268000,standard_air,曼加
AUS000428000,standard_air,曼讷斯克里克
MDG000049000,standard_air,曼皮库尼
ZMB000012000,standard_air,曼萨
USAAP1329000,standard_air,曼泰
MEX000048000,standard_air,曼特城
AUS000429000,standard_air,曼陀林
USAAP1330000,standard_air,曼维尔
MDG000050000,standard_air,曼扎
ZMB000013000,standard_air,芒古
MWI000010000,standard_air,芒基贝
AUS000430000,standard_air,芒基拉
GUY000020000,standard_air,芒基芒廷
PNG000269000,standard_air,芒特阿
NAM000026000,standard_air,芒特埃蒂奥
AUS000431000,standard_air,芒特巴弗法洛
AUS000432000,standard_air,芒特巴尼特
AUS000433000,standard_air,芒特弗尔斯道普
USAAP1331000,standard_air,芒特弗农
AUS000434000,standard_air,芒特豪斯
AUS000435000,standard_air,芒特加温纳赫
USAAP1332000,standard_air,芒特科莱门茨
AUS000436000,standard_air,芒特克伊斯
AUS000437000,standard_air,芒特昆森
USAAP1333000,standard_air,芒特麦克金利
AUS000438000,standard_air,芒特桑福德
AUS000439000,standard_air,芒特斯万
USAAP1334000,standard_air,芒特维尔森
USAAP1335000,standard_air,芒特尤宁
AUS000440000,standard_air,芒廷瓦里
BRA000225000,standard_air,毛埃斯
USAAP1336000,standard_air,毛纽蒙特瓦利格尔丁
IRL0000MY000,standard_air,梅奥
USAAP1337000,standard_air,梅波特
COL000115000,standard_air,梅迪纳
AUS000441000,standard_air,梅蒂
GAB000027000,standard_air,梅多纽
USAAP1338000,standard_air,梅尔法
TCD000011000,standard_air,梅尔菲
USAAP1339000,standard_air,梅福德
GAB000028000,standard_air,梅坎博
USAAP1340000,standard_air,梅克里克
FRA000093000,standard_air,梅里贝尔
PNG000270000,standard_air,梅里弗
BLZ000011000,standard_air,梅林达
ETH000042000,standard_air,梅纳
CAN000368000,standard_air,梅尼埃港
CAN000369000,standard_air,梅普尔贝
PNG000271000,standard_air,梅萨利亚
GAB000029000,standard_air,梅旺
ETH000043000,standard_air,门迪
PNG000272000,standard_air,蒙比尔
TCD000012000,standard_air,蒙杜
KHM000006000,standard_air,蒙杜尔基里
PNG000273000,standard_air,蒙杜库
SUR000006000,standard_air,蒙戈
TCD000013000,standard_air,蒙戈
AUS000442000,standard_air,蒙格兰尼
MMR000031000,standard_air,蒙梅克
CAN000370000,standard_air,蒙塔格讷港
USAAP1341000,standard_air,蒙塔古
USAAP1342000,standard_air,蒙塔克角
BOL000022000,standard_air,蒙特阿古多
COL000116000,standard_air,蒙特尔利巴诺
MOZ000023000,standard_air,蒙特普埃兹
MMR000032000,standard_air,孟东
MDG000051000,standard_air,米安德里瓦祖
USAAP1343000,standard_air,米德堡
USAAP1344000,standard_air,米德尔顿岛
NAM000027000,standard_air,米德加尔德
AUS000443000,standard_air,米蒂巴
PAK000034000,standard_air,米尔布尔哈斯
USAAP1345000,standard_air,米尔福德
NZL000047000,standard_air,米尔福德桑德
USAAP1346000,standard_air,米尔维尔
COL000117000,standard_air,米拉弗洛雷斯
ARG000053000,standard_air,米拉马尔
AUS000444000,standard_air,米兰达当斯
GAB000030000,standard_air,米勒明贝尔
COL000118000,standard_air,米里蒂
AUS000445000,standard_air,米罗达赫
BRA000226000,standard_air,米那库
GAB000031000,standard_air,米齐克
AUS000446000,standard_air,米切尔
AUS000447000,standard_air,米切尔高原
AUS000448000,standard_air,米切尔河
ISR000007000,standard_air,米特斯帕雷蒙
PNG000274000,standard_air,米延明
PAK000035000,standard_air,米扬瓦里
ECU000016000,standard_air,缅迭什
USAAP1347000,standard_air,明登
IDN000148000,standard_air,明蒂普塔纳
CAN000371000,standard_air,明根
PNG000275000,standard_air,明吉
AUS000449000,standard_air,明拉顿
BRA000227000,standard_air,明拉塞纳多诺特
NGA000016000,standard_air,明纳
CAN000372000,standard_air,明纳斯贝
AUS000450000,standard_air,明纳斯湖
LKA000007000,standard_air,明讷里亚
AUS000451000,standard_air,明尼帕
GAB000032000,standard_air,明沃尔
USAAP1348000,standard_air,摩根顿
IRQ000005000,standard_air,摩苏尔
USAAP1349000,standard_air,摩西角
FJI000022000,standard_air,莫阿拉
IDN000149000,standard_air,莫阿纳马尼
COM000003000,standard_air,莫埃利岛
COD000046000,standard_air,莫巴
GAB000033000,standard_air,莫比
USAAP1350000,standard_air,莫布里奇
ZAF000049000,standard_air,莫茨瓦利
AUS000452000,standard_air,莫顿
CAN000373000,standard_air,莫尔德贝
USAAP1351000,standard_air,莫尔登
PNG000276000,standard_air,莫尔黑德
AUS000453000,standard_air,莫尔尼
LSO00000J000,standard_air,莫霍特隆
PNG000277000,standard_air,莫基
BLR0000MA000,standard_air,莫吉廖夫
AUS000454000,standard_air,莫拉瓦
COL000119000,standard_air,莫里查尔
USAAP1352000,standard_air,莫里斯
ESP000023000,standard_air,莫龙
PNG0000MR000,standard_air,莫罗贝
IDN000150000,standard_air,莫罗泰岛
AUS000455000,standard_air,莫洛阿克
MOZ000024000,standard_air,莫马
COG000019000,standard_air,莫森焦
CPV000006000,standard_air,莫什泰鲁什
COL000120000,standard_air,莫斯克拉
BRA000228000,standard_air,莫索罗
ETH000044000,standard_air,莫塔
MOZ000025000,standard_air,莫辛布瓦－达普拉亚
ETH000045000,standard_air,莫亚莱
KEN000025000,standard_air,莫亚莱
PER000021000,standard_air,莫约班巴
IDN000151000,standard_air,默迪
YEM000013000,standard_air,默勒卜
CAN000374000,standard_air,默里贝
USAAP1353000,standard_air,默丘里
ZMB000014000,standard_air,姆巴拉
UGA000MBR000,standard_air,姆巴拉拉
SLB000032000,standard_air,姆班姆巴纳基拉
TZA0000MB000,standard_air,姆贝亚
GAB000034000,standard_air,姆比古
MRT000015000,standard_air,姆布特
AUS000456000,standard_air,姆坎
ZAF000050000,standard_air,姆康巴蒂
ZAF000051000,standard_air,姆马巴托
KEN000026000,standard_air,姆米亚斯
TZA000012000,standard_air,姆瓦杜伊
COD000047000,standard_air,姆韦卡
ZAF000052000,standard_air,姆扎巴
MMR000033000,standard_air,木格具
NCL000010000,standard_air,穆埃奥
MOZ000026000,standard_air,穆埃达
AUS000457000,standard_air,穆巴
AUS000458000,standard_air,穆尔卡
PNG000278000,standard_air,穆古鲁
BHR000002000,standard_air,穆哈拉格
MRT000016000,standard_air,穆杰里亚
YEM000014000,standard_air,穆凯伊拉斯
IDN000152000,standard_air,穆科穆科
AUS000459000,standard_air,穆拉贝利
PAN000022000,standard_air,穆拉图波
COL000121000,standard_air,穆拉托斯
AUS000460000,standard_air,穆拉瓦塔纳
MEX000049000,standard_air,穆莱赫
IDN000153000,standard_air,穆里亚
MDG000052000,standard_air,穆龙贝
IDN000154000,standard_air,穆纳
PNG000279000,standard_air,穆萨姆
DJI000003000,standard_air,穆斯哈
CAN000375000,standard_air,穆斯湖
DZA000017000,standard_air,穆斯塔加奈姆
IDN000155000,standard_air,穆廷
ETH000046000,standard_air,穆伊
COG000020000,standard_air,穆永济
IND000099000,standard_air,穆扎法尔布尔
BHS000026000,standard_air,拿骚天堂岛
ETH000047000,standard_air,内格赫里
PNG000280000,standard_air,内加波
AGO000027000,standard_air,内加热
ETH000048000,standard_air,内凯姆特
IND000100000,standard_air,内韦利
FJI000023000,standard_air,那塔多拉
AUS000461000,standard_air,纳贝比
BEN000002000,standard_air,纳迪丹古
PNG000281000,standard_air,纳杜努姆
PAN000023000,standard_air,纳尔甘那
RUS000NAL000,standard_air,纳尔奇克
LBY000014000,standard_air,纳富拉
MOZ000027000,standard_air,纳卡拉
USAAP1354000,standard_air,纳克内克
MLI000005000,standard_air,纳拉
AUS000462000,standard_air,纳拉伯
AUS000463000,standard_air,纳拉金
AUS000464000,standard_air,纳罗金
CAN000376000,standard_air,纳姆
IDN000156000,standard_air,纳姆弗尔
AUS000465000,standard_air,纳帕梅利
PYF000034000,standard_air,纳普卡
USA0NHASH000,standard_air,纳舒厄
CAN000377000,standard_air,纳图啊希什
AZE0000NX000,standard_air,纳希切万
USAAP1355000,standard_air,奈阿克
MMR000034000,standard_air,南渡
AUS000466000,standard_air,南加尔维
AUS000467000,standard_air,南克罗斯
MMR000035000,standard_air,南桑
BRA000229000,standard_air,南圣洛伦索
USAAP1356000,standard_air,南威茅斯
IDN000157000,standard_air,楠阿皮诺
PNG000282000,standard_air,楠巴伊尤法
AUS000468000,standard_air,楠伯
MOZ000028000,standard_air,楠格德
IDN000158000,standard_air,楠勒阿
IDN000159000,standard_air,楠罗勒
