code,description,country,state,city,district,abbreviation
ECU000015000,,Ecuado,,Macas ,,
AUS000419000,,Australia,,Marqua ,,
USAAP1318000,,United States of America (USA),,Marco Island ,,
GAB000024000,,Gabon,,Makokou ,,
USAAP1319000,,United States of America (USA),,Macomb ,,
USAAP1320000,,United States of America (USA),,Marks ,,
USAAP1321000,,United States of America (USA),,Maxton ,,
NGA000014000,,Nigeria,,Makurdi ,,
JPN000111000,,Japan,,Marcus Island ,,
COG000018000,,Republic of the Congo,,Makoua ,,
PHL000058000,,The Philippines,,Malabang ,,
USAAP1322000,,United States of America (USA),,Malad City ,,
KIR000012000,,Kiribati,,Marakei ,,
PNG000259000,,Papua New Guinea,,Malalaua ,,
PHL000059000,,The Philippines,,Maramag ,,
ZAF000048000,,South Africa,,Mala Mala ,,
SLB000031000,,Solomon Islands,,Marau ,,
CAN000362000,,Canada,,Marathon ,,
PNG000260000,,Papua New Guinea,,Marawaka ,,
MDG000045000,,Madagascar,,Malaimbandy ,,
PNG000261000,,Papua New Guinea,,Malam ,,
PNG000262000,,Papua New Guinea,,Mal ,,
AUS000420000,,Australia,,Mullewa ,,
MLI000004000,,Mali,,Marree ,,
AUS000421000,,Australia,,Marion Downs ,,
GUF000002000,,French Guiana,,Maripasoula ,,
PRY000010000,,Paraguay,,Mariscal Estigarribia ,,
IDN000143000,,Indonesia,,Maliana ,,
USAAP1323000,,United States of America (USA),,Mullen ,,
MOZ000022000,,Mozambique,,Marromeu ,,
PNG000263000,,Papua New Guinea,,Mamai ,,
PAN000021000,,Panama,,Mamitupo ,,
CMR000018000,,Cameroon,,Mamfe ,,
MDG000046000,,Madagascar,,Mananjary ,,
MMR000030000,,Myanmar (Burma),,Manaung ,,
BRA000224000,,Brazil,,Manicore ,,
CAN000363000,,Canada,,Manitowaning ,,
PNG000264000,,Papua New Guinea,,Manumu ,,
COD000044000,,Democratic Republic of the Congo,,Manono ,,
PNG000265000,,Papua New Guinea,,Mapua ,,
KEN000024000,,Kenya,,Marsabit ,,
LBY000013000,,Libya,,Marsa Brega ,,
ISR000006000,,Israel,,Masada ,,
IDN000144000,,Indonesia,,Masalembo ,,
IND000098000,,India,,Mazamari ,,
ETH000041000,,Ethiopia,,Massawa ,,
TZA000011000,,Tanzania,,Masasi ,,
IDN000145000,,Indonesia,,Masamba ,,
GIN000003000,,Guinea,,Macenta ,,
IRN000058000,,Iran,,Bandar Mahshahr ,,
AUS000422000,,Australia,,Musgrave ,,
CAN000364000,,Canada,,Muskoka ,,
AUS000423000,,Australia,,Muttaburra ,,
USAAP1324000,,United States of America (USA),,Matagorda Island ,,
CAN000365000,,Canada,,Matagami ,,
IDN000146000,,Indonesia,,Matak ,,
LSO000003000,,Lesotho,,Matsaile ,,
OMN000007000,,Oman,,Masirah ,,
COD000045000,,Democratic Republic of the Congo,,Masi-Manimba ,,
GUY000018000,,Guyana,,Matthews Ridge ,,
AUS000424000,,Australia,,Margaret River Station ,,
PNG000266000,,Papua New Guinea,,Manetai ,,
CZE000004000,,Czech Republic,,Marianske Lazne ,,
BLZ000010000,,Belize,,Manatee ,,
PNG000267000,,Papua New Guinea,,Manari ,,
GAB000025000,,Gabon,,Manega ,,
USAAP1325000,,United States of America (USA),,Fort Madison ,,
NGA000015000,,Nigeria,,Maiduguri ,,
OMN000008000,,Oman,,Marmul ,,
SAU000022000,,Saudi Arabia,,Majma ,,
COL000114000,,Colombia,,Maicao ,,
GUY000019000,,Guyana,,Maikwak ,,
AFG000012000,,Afghanistan,,Maimanah ,,
AUS000425000,,Australia,,Mainoru ,,
KIR000013000,,Kiribati,,Maiana ,,
USAAP1326000,,United States of America (USA),,Mccarthy ,,
AUS000426000,,Australia,,Macdonald Downs ,,
CAN000366000,,Canada,,Fort Mcpherson ,,
USAAP1327000,,United States of America (USA),,Mccall ,,
USAAP1328000,,United States of America (USA),,Mc Rae ,,
CAN000367000,,Canada,,Macmillan Pass ,,
AUS000427000,,Australia,,Merluna ,,
IDN000147000,,Indonesia,,Mangole ,,
PHL000060000,,The Philippines,,Mamburao ,,
MDG000047000,,Madagascar,,Mandabe ,,
GAB000026000,,Gabon,,Mandji ,,
MDG000048000,,Madagascar,,Mandritsara ,,
MWI000009000,,Malawi,,Mangochi ,,
PNG000268000,,Papua New Guinea,,Manga ,,
AUS000428000,,Australia,,Manners Creek ,,
MDG000049000,,Madagascar,,Mampikony ,,
ZMB000012000,,Zambia,,Mansa ,,
USAAP1329000,,United States of America (USA),,Manti/Ephraim ,,
MEX000048000,,Mexico,,Ciudad Mante ,,
AUS000429000,,Australia,,Mandora ,,
USAAP1330000,,United States of America (USA),,Manville ,,
MDG000050000,,Madagascar,,Manja ,,
ZMB000013000,,Zambia,,Mongu ,,
MWI000010000,,Malawi,,Monkey Bay ,,
AUS000430000,,Australia,,Monkira ,,
GUY000020000,,Guyana,,Monkey Mountain ,,
PNG000269000,,Papua New Guinea,,Mount Aue ,,
NAM000026000,,Namibia,,Mount Etjo ,,
AUS000431000,,Australia,,Mount Buffalo ,,
AUS000432000,,Australia,,Mount Barnett ,,
AUS000433000,,Australia,,Mount Full Stop ,,
USAAP1331000,,United States of America (USA),,Mt Vernon ,,
AUS000434000,,Australia,,Mount House ,,
AUS000435000,,Australia,,Mount Cavenagh ,,
USAAP1332000,,United States of America (USA),,Mount Clemens ,,
AUS000436000,,Australia,,Mount Keith ,,
AUS000437000,,Australia,,Mount Gunson ,,
USAAP1333000,,United States of America (USA),,Mckinley ,,
AUS000438000,,Australia,,Mount Sanford ,,
AUS000439000,,Australia,,Mount Swan ,,
USAAP1334000,,United States of America (USA),,Mount Wilson ,,
USAAP1335000,,United States of America (USA),,Mount Union ,,
AUS000440000,,Australia,,Mount Valley ,,
BRA000225000,,Brazil,,Maues ,,
USAAP1336000,,United States of America (USA),,Monument Valley Gouldings ,,
USAAP1337000,,United States of America (USA),,Mayport ,,
COL000115000,,Colombia,,Medina ,,
AUS000441000,,Australia,,Merty ,,
GAB000027000,,Gabon,,Medouneu ,,
USAAP1338000,,United States of America (USA),,Melfa ,,
TCD000011000,,Chad,,Melfi ,,
USAAP1339000,,United States of America (USA),,Medford ,,
GAB000028000,,Gabon,,Mekambo ,,
USAAP1340000,,United States of America (USA),,May Creek ,,
FRA000093000,,France,,Meribel ,,
PNG000270000,,Papua New Guinea,,May River ,,
BLZ000011000,,Belize,,Melinda ,,
ETH000042000,,Ethiopia,,Mena ,,
CAN000368000,,Canada,,Port Menier ,,
CAN000369000,,Canada,,Maple Bay ,,
PNG000271000,,Papua New Guinea,,Meselia ,,
GAB000029000,,Gabon,,Mevang ,,
ETH000043000,,Ethiopia,,Mendi ,,
PNG000272000,,Papua New Guinea,,Munbil ,,
TCD000012000,,Chad,,Moundou ,,
KHM000006000,,Cambodia,,Mondulkiri ,,
PNG000273000,,Papua New Guinea,,Munduku ,,
SUR000006000,,Suriname,,Moengo ,,
TCD000013000,,Chad,,Moengo ,,
AUS000442000,,Australia,,Mungeranie ,,
MMR000031000,,Myanmar (Burma),,Momeik ,,
CAN000370000,,Canada,,Montagne Harbor ,,
USAAP1341000,,United States of America (USA),,Montague/Yreka ,,
USAAP1342000,,United States of America (USA),,Montauk ,,
BOL000022000,,Bolivia,,Monteagudo ,,
COL000116000,,Colombia,,Montelibano ,,
MOZ000023000,,Mozambique,,Montepuez ,,
MMR000032000,,Myanmar (Burma),,Mong Ton ,,
MDG000051000,,Madagascar,,Miandrivazo ,,
USAAP1343000,,United States of America (USA),,Fort Meade ,,
USAAP1344000,,United States of America (USA),,Middleton Island ,,
NAM000027000,,Namibia,,Midgard ,,
AUS000443000,,Australia,,Mittiebah ,,
PAK000034000,,Pakistan,,Mirpur Khas ,,
USAAP1345000,,United States of America (USA),,Milford ,,
NZL000047000,,New Zealand,,Milford Sound ,,
USAAP1346000,,United States of America (USA),,Millville ,,
COL000117000,,Colombia,,Miraflores ,,
ARG000053000,,Argentina,,Miramar ,,
AUS000444000,,Australia,,Miranda Downs ,,
GAB000030000,,Gabon,,Miele Mimbale ,,
COL000118000,,Colombia,,Miriti Parana ,,
AUS000445000,,Australia,,Myroodah ,,
BRA000226000,,Brazil,,Minacu ,,
GAB000031000,,Gabon,,Mitzic ,,
AUS000446000,,Australia,,Mitchell ,,
AUS000447000,,Australia,,Mitchell Plateau ,,
AUS000448000,,Australia,,Mitchell River ,,
ISR000007000,,Israel,,Mitspeh Ramon ,,
PNG000274000,,Papua New Guinea,,Miyanmin ,,
PAK000035000,,Pakistan,,Mianwali ,,
ECU000016000,,Ecuado,,Mendez ,,
USAAP1347000,,United States of America (USA),,Minden ,,
IDN000148000,,Indonesia,,Mindiptana ,,
CAN000371000,,Canada,,Mingan ,,
PNG000275000,,Papua New Guinea,,Minj ,,
AUS000449000,,Australia,,Minlaton ,,
BRA000227000,,Brazil,,Miracena Do Norte ,,
NGA000016000,,Nigeria,,Minna ,,
CAN000372000,,Canada,,Miner'S Bay ,,
AUS000450000,,Australia,,Miner'S Lake ,,
LKA000007000,,Sri Lanka,,Musanaa ,,
AUS000451000,,Australia,,Minnipa ,,
GAB000032000,,Gabon,,Minvoul ,,
USAAP1348000,,United States of America (USA),,Morganton ,,
IRQ000005000,,Iraq,,Mosul ,,
USAAP1349000,,United States of America (USA),,Moses Point ,,
FJI000022000,,Fiji,,Moala Island ,,
IDN000149000,,Indonesia,,Moanamani ,,
COM000003000,,The Comoros,,Moheli ,,
COD000046000,,Democratic Republic of the Congo,,Moba ,,
GAB000033000,,Gabon,,Moabi ,,
USAAP1350000,,United States of America (USA),,Mobridge ,,
ZAF000049000,,South Africa,,Motswari ,,
AUS000452000,,Australia,,Moreton ,,
CAN000373000,,Canada,,Mould Bay ,,
USAAP1351000,,United States of America (USA),,Malden ,,
PNG000276000,,Papua New Guinea,,Morehead ,,
AUS000453000,,Australia,,Morney ,,
PNG000277000,,Papua New Guinea,,Moki ,,
AUS000454000,,Australia,,Morawa ,,
COL000119000,,Colombia,,Morichal ,,
USAAP1352000,,United States of America (USA),,Morris ,,
ESP000023000,,Spain,,Moron ,,
IDN000150000,,Indonesia,,Morotai Island ,,
AUS000455000,,Australia,,Moroak ,,
MOZ000024000,,Mozambique,,Moma ,,
COG000019000,,Republic of the Congo,,Mossendjo ,,
CPV000006000,,Cape Verde,,Mosteiros ,,
COL000120000,,Colombia,,Mosquera ,,
BRA000228000,,Brazil,,Mossoro ,,
ETH000044000,,Ethiopia,,Mota ,,
MOZ000025000,,Mozambique,,Mocimboa Da Praia ,,
ETH000045000,,Ethiopia,,Moyale ,,
KEN000025000,,Kenya,,Moyale ,,
PER000021000,,Peru,,Moyobamba ,,
IDN000151000,,Indonesia,,Merdey ,,
YEM000013000,,Yemen,,Marib ,,
CAN000374000,,Canada,,Murray Bay ,,
USAAP1353000,,United States of America (USA),,Mercury ,,
ZMB000014000,,Zambia,,Mbala ,,
SLB000032000,,Solomon Islands,,Mbambanakira ,,
GAB000034000,,Gabon,,M'Bigou ,,
MRT000015000,,Mauritania,,Mbout ,,
AUS000456000,,Australia,,Muccan ,,
ZAF000050000,,South Africa,,Mkambati ,,
ZAF000051000,,South Africa,,Mmabatho/Mafikeng ,,
KEN000026000,,Kenya,,Mumias ,,
TZA000012000,,Tanzania,,Mwadui ,,
COD000047000,,Democratic Republic of the Congo,,Mweka ,,
ZAF000052000,,South Africa,,Mzamba ,,
MMR000033000,,Myanmar (Burma),,Pakokku ,,
NCL000010000,,New Caledonia,,Mueo ,,
MOZ000026000,,Mozambique,,Mueda ,,
AUS000457000,,Australia,,Moomba ,,
AUS000458000,,Australia,,Mulka ,,
PNG000278000,,Papua New Guinea,,Mougulu ,,
MRT000016000,,Mauritania,,Moudjeria ,,
YEM000014000,,Yemen,,Mukeiras ,,
IDN000152000,,Indonesia,,Muko-Muko ,,
AUS000459000,,Australia,,Mooraberree ,,
PAN000022000,,Panama,,Mulatupo ,,
COL000121000,,Colombia,,Mulatos ,,
AUS000460000,,Australia,,Moolawatana ,,
MEX000049000,,Mexico,,Mulege ,,
IDN000153000,,Indonesia,,Mulia ,,
MDG000052000,,Madagascar,,Morombe ,,
IDN000154000,,Indonesia,,Muna ,,
PNG000279000,,Papua New Guinea,,Mussau ,,
DJI000003000,,Djibouti,,Moucha Island ,,
CAN000375000,,Canada,,Moose Lake ,,
DZA000017000,,Algeria,,Mostaganem ,,
IDN000155000,,Indonesia,,Muting ,,
ETH000046000,,Ethiopia,,Mui ,,
COG000020000,,Republic of the Congo,,Mouyondzi ,,
IND000099000,,India,,Muzaffarpur ,,
BHS000026000,,The Bahamas,,Nassau Paradise Island ,,
ETH000047000,,Ethiopia,,Negele ,,
PNG000280000,,Papua New Guinea,,Negarbo ,,
AGO000027000,,Angola,,Negage ,,
ETH000048000,,Ethiopia,,Nekemte ,,
IND000100000,,India,,Neyveli ,,
FJI000023000,,Fiji,,Natadola ,,
AUS000461000,,Australia,,Napperby ,,
BEN000002000,,Benin,,Natitingou ,,
PNG000281000,,Papua New Guinea,,Nadunumu ,,
PAN000023000,,Panama,,Nargana ,,
LBY000014000,,Libya,,Nafoora ,,
MOZ000027000,,Mozambique,,Nacala ,,
USAAP1354000,,United States of America (USA),,Naknek ,,
MLI000005000,,Mali,,Nara ,,
AUS000462000,,Australia,,Nullarbor ,,
AUS000463000,,Australia,,Nullagine ,,
AUS000464000,,Australia,,Narrogin ,,
CAN000376000,,Canada,,Namu ,,
IDN000156000,,Indonesia,,Numfoor ,,
AUS000465000,,Australia,,Nappa Merrie ,,
PYF000034000,,French polynesia,,Napuka ,,
CAN000377000,,Canada,,Natuashish ,,
USAAP1355000,,United States of America (USA),,Nyac ,,
MMR000034000,,Myanmar (Burma),,Namtu ,,
AUS000466000,,Australia,,South Galway ,,
AUS000467000,,Australia,,Southern Cross ,,
MMR000035000,,Myanmar (Burma),,Nansang ,,
BRA000229000,,Brazil,,Sao Lourenco Do Sul ,,
USAAP1356000,,United States of America (USA),,South Weymouth ,,
IDN000157000,,Indonesia,,Nangapinoh ,,
PNG000282000,,Papua New Guinea,,Nambaiyufa ,,
AUS000468000,,Australia,,Nambour ,,
MOZ000028000,,Mozambique,,Nangade ,,
IDN000158000,,Indonesia,,Namlea ,,
IDN000159000,,Indonesia,,Namrole ,,
AFG000013000,,Afghanistan,,Qalah-Ye Now ,,
NRU000001000,,Nauru,,Naoro ,,
COL000122000,,Colombia,,Necocli ,,
ETH000049000,,Ethiopia,,Nejo ,,
PAK000036000,,Pakistan,,Nawabshah ,,
TGO000001000,,Togo,,Niamtougou ,,
COD000048000,,Democratic Republic of the Congo,,Nioki ,,
SEN000005000,,Senegal,,Niokolo-Koba ,,
UKR000100000,,Ukraine,,Khmelnytskyi ,,
AUS000469000,,Australia,,Nifty ,,
KIR000014000,,Kiribati,,Nikunau ,,
CAN000378000,,Canada,,Knee Lake ,,
AUS000470000,,Australia,,Nicholson ,,
CRI000019000,,Costa Rica,,Nicoya ,,
AFG000014000,,Afghanistan,,Nimroz ,,
USAAP1357000,,United States of America (USA),,Nenana ,,
PNG000283000,,Papua New Guinea,,Nipa ,,
KEN000027000,,Kenya,,Nyeri ,,
RUS000073000,,Russian Federation,,Neftekamsk ,,
PNG000284000,,Papua New Guinea,,Ningerum ,,
AUS000471000,,Australia,,Nyngan ,,
MLI000006000,,Mali,,Nioro Du Sahel ,,
AUS000472000,,Australia,,Noonkanbah ,,
COL000123000,,Colombia,,Nunchia ,,
PNG000285000,,Papua New Guinea,,Nuguria ,,
PYF000035000,,French polynesia,,Nukutavake ,,
BFA000018000,,Burkina,,Nouna ,,
PAK000037000,,Pakistan,,Nushki ,,
AUS000473000,,Australia,,Nutwood Downs ,,
PNG000286000,,Papua New Guinea,,Nutuve ,,
KEN000028000,,Kenya,,Nzoia ,,
ISL000028000,,Iceland,,Nordfjordur ,,
IRN000059000,,Iran,,Nogeh ,,
USAAP1358000,,United States of America (USA),,Fort Knox ,,
USAAP1359000,,United States of America (USA),,Norridgewock ,,
PNG000287000,,Papua New Guinea,,Nomad River ,,
PNG000288000,,Papua New Guinea,,Nomane ,,
KIR000015000,,Kiribati,,Nonouti ,,
AUS000474000,,Australia,,Noosa ,,
USAAP1360000,,United States of America (USA),,Northbrook ,,
GBR000087000,,Great Britain (United Kingdom; England),,Northolt ,,
PNG000289000,,Papua New Guinea,,Nowata ,,
USAAP1361000,,United States of America (USA),,Novato ,,
AUS000475000,,Australia,,Oenpelli ,,
AUS000476000,,Australia,,Eucla ,,
IDN000160000,,Indonesia,,Ocussi ,,
ISL000029000,,Iceland,,Olafsfjordur ,,
NAM000028000,,Namibia,,Omega ,,
CAN000379000,,Canada,,Ocean Falls ,,
USAAP1362000,,United States of America (USA),,Ocean Reef ,,
USAAP1363000,,United States of America (USA),,Oceana ,,
USAAP1364000,,United States of America (USA),,Oceanic ,,
USAAP1365000,,United States of America (USA),,Port Oceanic ,,
GAB000035000,,Gabon,,Owendo ,,
VEN000040000,,Venezuela,,Puerto Paez ,,
MMR000036000,,Myanmar (Burma),,Papun ,,
AUS000477000,,Australia,,Pardoo ,,
VEN000041000,,Venezuela,,Palmarito ,,
USAAP1366000,,United States of America (USA),,Paf Warren ,,
USAAP1367000,,United States of America (USA),,Pahokee ,,
NZL000048000,,New Zealand,,Pakatoa Island ,,
USAAP1368000,,United States of America (USA),,Park Rapids ,,
USAAP1369000,,United States of America (USA),,Parkes　 ,,
CAN000380000,,Canada,,Paradise River ,,
BEN000003000,,Benin,,Parakou ,,
GUY000021000,,Guyana,,Paramakatoi ,,
PNG000290000,,Papua New Guinea,,Param ,,
PAK000038000,,Pakistan,,Para Chinar ,,
TCD000014000,,Chad,,Pala ,,
COL000124000,,Colombia,,Paratebueno ,,
COL000125000,,Colombia,,Palanquero ,,
GUY000022000,,Guyana,,Paruima ,,
SUR000007000,,Suriname,,Paloemeu ,,
BFA000019000,,Burkina,,Pama ,,
MYS000034000,,Malaysia,,Pamol ,,
USAAP1370000,,United States of America (USA),,Palmer ,,
PNG000291000,,Papua New Guinea,,Pambwa ,,
AUS000478000,,Australia,,Palm Island ,,
PNG000292000,,Papua New Guinea,,Pangoa ,,
THA000117000,,Thailand,,Phanom Sarakham ,,
GBR000088000,,Great Britain (United Kingdom; England),,Papa Stour ,,
VEN000042000,,Venezuela,,Valle De La Pascua ,,
ARG000054000,,Argentina,,Paso De Los Libres ,,
USAAP1371000,,United States of America (USA),,Paso Robles ,,
ISL000030000,,Iceland,,Patreksfjordur ,,
USAAP1372000,,United States of America (USA),,Patuxent River ,,
ETH000050000,,Ethiopia,,Pawe ,,
IND000101000,,India,,Pasighat ,,
IDN000161000,,Indonesia,,Pasir Pangarayan ,,
COL000126000,,Colombia,,Payan ,,
PNG000293000,,Papua New Guinea,,Paiela ,,
CAN000381000,,Canada,,Pine Point ,,
TCA000006000,,Turks & Caicos Islands,,Pine Cay ,,
CAN000382000,,Canada,,Pine House ,,
USAAP1373000,,United States of America (USA),,Pine Ridge ,,
USAAP1374000,,United States of America (USA),,Pack Creek ,,
USAAP1375000,,United States of America (USA),,Paimiut ,,
AUS000479000,,Australia,,Pandie Pandie ,,
USAAP1376000,,United States of America (USA),,Panguitch ,,
PNG000294000,,Papua New Guinea,,Pangia ,,
IND000102000,,India,,Pantnagar ,,
USAAP1377000,,United States of America (USA),,Pompano Beach ,,
IDN000162000,,Indonesia,,Pangkalanbun ,,
MOZ000029000,,Mozambique,,Pebane ,,
PRY000011000,,Paraguay,,Pedro Juan Caballero ,,
VEN000043000,,Venezuela,,Pedernales ,,
USAAP1378000,,United States of America (USA),,Painter Creek ,,
USAAP1379000,,United States of America (USA),,Pell City ,,
LSO000004000,,Lesotho,,Pelaneng ,,
VEN000044000,,Venezuela,,Peraitepuy ,,
USAAP1380000,,United States of America (USA),,Perry Island ,,
ARG000055000,,Argentina,,Perito Moreno ,,
CAN000383000,,Canada,,Pelly Bay ,,
MEX000050000,,Mexico,,Puerto Penasco ,,
AUS000480000,,Australia,,Peppimenarti ,,
AUS000481000,,Australia,,Peppers Palm Bay ,,
USAAP1381000,,United States of America (USA),,Pemina ,,
CUB000025000,,Cuba,,Punta De Maisi ,,
IDN000163000,,Indonesia,,Pondok Cabe ,,
IDN000164000,,Indonesia,,Pendopo ,,
BRA000230000,,Brazil,,Ponta Pora ,,
MOZ000030000,,Mozambique,,Ponta Do Ouro ,,
BRA000231000,,Brazil,,Pontes-E-Lacerda ,,
BRA000232000,,Brazil,,Pitinga ,,
VEN000045000,,Venezuela,,Los Pijiguaos ,,
ARG000056000,,Argentina,,General Pico ,,
CAN000384000,,Canada,,Pikwitonei ,,
USAAP1382000,,United States of America (USA),,Pickens ,,
BRA000233000,,Brazil,,Pirapora ,,
PRY000012000,,Paraguay,,Pilar ,,
PNG000295000,,Papua New Guinea,,Pimaga ,,
BRA000234000,,Brazil,,Pimenta Bueno ,,
DEU000062000,,Germany,,Peenemuende ,,
BRA000235000,,Brazil,,Pinheiro ,,
AUS000482000,,Australia,,Penong ,,
GUY000023000,,Guyana,,Pipillipai ,,
USAAP1383000,,United States of America (USA),,Peach Springs ,,
COL000127000,,Colombia,,Pitalito ,,
SVK000003000,,Slovakia,,Piestany ,,
BHS000027000,,The Bahamas,,Pitts Town ,,
CAN000385000,,Canada,,Pincher Creek ,,
USAAP1384000,,United States of America (USA),,Fort Polk ,,
COD000049000,,Democratic Republic of the Congo,,Punia ,,
PNG000296000,,Papua New Guinea,,Puas ,,
USAAP1385000,,United States of America (USA),,Portsmouth ,,
PYF000036000,,French polynesia,,Pukarua ,,
PYF000037000,,French polynesia,,Puka Puka ,,
COK000008000,,Cook Islands,,Pukapuka Island ,,
MYS000035000,,Malaysia,,Pulau Layang-Layang ,,
USAAP1386000,,United States of America (USA),,Prudhoe Bay ,,
COL000128000,,Colombia,,Planeta Rica ,,
COL000129000,,Colombia,,Planadas ,,
GTM000012000,,Guatemala,,Playa Grande ,,
CRI000020000,,Costa Rica,,Playa Samara/Carrillo ,,
USAAP1387000,,United States of America (USA),,Pleasant Harbour ,,
CZE000005000,,Czech Republic,,Prerov ,,
PNG000297000,,Papua New Guinea,,Pureni ,,
ARG000057000,,Argentina,,President Roque Saenz Pena ,,
ZAF000053000,,South Africa,,Prieska ,,
USAAP1388000,,United States of America (USA),,Plentywood ,,
USAAP1389000,,United States of America (USA),,Prentice ,,
USAAP1390000,,United States of America (USA),,Prospect Creek ,,
RUS000074000,,Russian Federation,,Provideniya ,,
ECU000017000,,Ecuado,,Putumayo ,,
COD000050000,,Democratic Republic of the Congo,,Pweto ,,
IND000103000,,India,,Ziro ,,
GAB000036000,,Gabon,,Tchibanga ,,
CAN000386000,,Canada,,Cheadle ,,
LBR000006000,,Liberia,,Tchien ,,
CAN000387000,,Canada,,Chilko Lake ,,
COL000130000,,Colombia,,Chivolo ,,
GTM000013000,,Guatemala,,Chiquimula ,,
PAK000039000,,Pakistan,,Chilas ,,
DZA000018000,,Algeria,,Chlef ,,
USAAP1391000,,United States of America (USA),,Cheraw ,,
USAAP1392000,,United States of America (USA),,Chiloquin ,,
ZAF000054000,,South Africa,,Tshipise ,,
ZWE000007000,,Zimbabwe,,Chipinge ,,
USAAP1393000,,United States of America (USA),,Chistochina ,,
USAAP1394000,,United States of America (USA),,Chitina ,,
LSO000005000,,Lesotho,,Qacha'S Nek ,,
AFG000015000,,Afghanistan,,Chaghcharan ,,
BLZ000012000,,Belize,,Caye Chapel ,,
USAAP1395000,,United States of America (USA),,Jordan ,,
RUS000075000,,Russian Federation,,Chokurdakh ,,
ARG000058000,,Argentina,,Chos Malal ,,
AUS000483000,,Australia,,Georgetown ,,
AUS000484000,,Australia,,George Town ,,
USAAP1396000,,United States of America (USA),,Chernofski Harbor ,,
RUS000076000,,Russian Federation,,Chersky ,,
UKR000024000,,Ukraine,,Cherkassy ,,
AUS000485000,,Australia,,Cherrabun ,,
AUS000486000,,Australia,,Cherrabah ,,
USAAP1397000,,United States of America (USA),,Cherokee ,,
USAAP1398000,,United States of America (USA),,Cherokee Village ,,
USAAP1399000,,United States of America (USA),,Chena Hot Springs ,,
MRT000017000,,Mauritania,,Chinguetti ,,
USAAP1400000,,United States of America (USA),,Chincoteague ,,
AUS000487000,,Australia,,Jundah ,,
BHS000028000,,The Bahamas,,Chub Cay ,,
MOZ000031000,,Mozambique,,Dugong Beach Lodge ,,
MYS000036000,,Malaysia,,Sahabat ,,
HUN000003000,,Hungary,,Balaton ,,
COL000131000,,Colombia,,Sabana De Torres ,,
PER000022000,,Peru,,Saposoa ,,
IRN000060000,,Iran,,Sabzevar ,,
AFG000016000,,Afghanistan,,Sardeh Band ,,
TCD000015000,,Chad,,Sarh ,,
ZAF000055000,,South Africa,,Saldanha Bay ,,
USAAP1401000,,United States of America (USA),,Salton City ,,
BLZ000013000,,Belize,,Sarteneja ,,
CAN000388000,,Canada,,Suffield ,,
SLB000033000,,Solomon Islands,,Savo Island ,,
USAAP1402000,,United States of America (USA),,Safford ,,
USAAP1403000,,United States of America (USA),,Sagwon ,,
USAAP1404000,,United States of America (USA),,Saginaw ,,
PNG000298000,,Papua New Guinea,,Sagarai ,,
IRN000061000,,Iran,,Sarakhs ,,
USAAP1405000,,United States of America (USA),,Cape Sarichef ,,
USAAP1406000,,United States of America (USA),,Salida ,,
MWI000011000,,Malawi,,Salima ,,
CAN000389000,,Canada,,Salluit ,,
PNG000299000,,Papua New Guinea,,Samarai Island ,,
CAN000390000,,Canada,,Salmon Arm ,,
IDN000165000,,Indonesia,,Sarmi ,,
USAAP1407000,,United States of America (USA),,Summit ,,
ARG000059000,,Argentina,,Sarmiento ,,
USAAP1408000,,United States of America (USA),,Fort Sumner ,,
LAO000007000,,Laos,,Sam Neua ,,
IDN000166000,,Indonesia,,Sanana ,,
ARG000060000,,Argentina,,Zapala ,,
COL000132000,,Colombia,,Zapatoca ,,
PNG000300000,,Papua New Guinea,,Sapmanga ,,
FJI000024000,,Fiji,,Saqani ,,
LBR000007000,,Liberia,,Sasstown ,,
PAK000040000,,Pakistan,,Sawan ,,
BEN000004000,,Benin,,Save ,,
BWA000012000,,Botswana,,Savuti ,,
IDN000167000,,Indonesia,,Sawu ,,
PAK000041000,,Pakistan,,Sahiwal ,,
ESP000024000,,Spain,,Seo De Urgel ,,
CAN000391000,,Canada,,Sable Island ,,
PAK000042000,,Pakistan,,Saidu Sharif ,,
USAAP1409000,,United States of America (USA),,Sedona ,,
SLE000007000,,Sierra Leone,,Siorapaluk ,,
BWA000013000,,Botswana,,Selebi-Phikwe ,,
ARG000061000,,Argentina,,Ceres ,,
IDN000168000,,Indonesia,,Serui ,,
CHL000035000,,Chile,,Cerro Sombrero ,,
OMN000009000,,Oman,,Thumrait ,,
BRA000236000,,Brazil,,Sena Madureira ,,
LSO000006000,,Lesotho,,Seshote ,,
GAB000037000,,Gabon,,Sette Cama ,,
USAAP1410000,,United States of America (USA),,Sewanee ,,
ZMB000015000,,Zambia,,Sesheke ,,
USAAP1411000,,United States of America (USA),,Sikeston ,,
AUS000488000,,Australia,,Thylungra ,,
MOZ000032000,,Mozambique,,Xai-Xai ,,
ZAF000056000,,South Africa,,Sishen ,,
URY000005000,,Uruguay,,Treinta Y Tres ,,
GUY000024000,,Guyana,,Sand Creek ,,
AUS000489000,,Australia,,Sandringham ,,
AUS000490000,,Australia,,Sandstone ,,
USAAP1412000,,United States of America (USA),,Sandy River ,,
NPL000035000,,Nepal,,Sanfebagar ,,
PNG000301000,,Papua New Guinea,,Sangapi ,,
IDN000169000,,Indonesia,,Sanggata ,,
CAN000392000,,Canada,,Sans Souci ,,
BRA000237000,,Brazil,,Santana Do Araguaia ,,
COL000133000,,Colombia,,Santana Ramos ,,
BFA000020000,,Burkina,,Sebba ,,
